square,location,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,grid_lines.started,grid_lines.stopped,target_square.started,target_square.stopped,fixation_2.started,fixation_2.stopped,response.corr,response.x,response.y,response.leftButton,response.click_left,response.click_right,response.started,response.stopped,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,response.click,response_2.rt_left,response_2.rt_right,response.rt_left,response.rt_right,subject number,gender,distractMap first- or second-half (1 or 2),session,handedness,scanner,date,psychopyVersion,expName,frameRate,body_site_order,
,,,,,,,,,,,3149.990871999995,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.14814814814815,2794.786010740092,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
2,"[0, 0.2]",None,,,,,0,0,0,0,3165.874363199924,None,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3170.041059899959,None,3170.041059899959,3171.0410732999444,3171.024421699927,3172.0244142999873,"[0, 0, 0]",1,3170.041059899959,None,,,,,,,,,,0.014813859947025776,5.012071059900336,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
2,"[0, 0.2]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3172.041060699965,3174.041096800007,3172.041060699965,3173.0410761999665,3173.0244369999273,3174.0244062999263,"[0, 0, 0]",1,3172.041060699965,3174.041096800007,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
2,"[0, 0.2]",1,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3174.057740499964,3176.057776700007,3174.057740499964,3175.057766199927,3175.041090499959,3176.0411174999317,"[0, 0, 0]",1,3174.057740499964,3176.057776700007,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
8,"[0, -0.2]",0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3176.074468899984,3178.0744865000015,3176.074468899984,3177.074475399917,3177.05780770001,3178.057770399959,"[0, 0, 0]",1,3176.074468899984,3178.0744865000015,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
2,"[0, 0.2]",1,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3178.1416494000005,None,3178.1416494000005,3179.1411074999487,3179.1244959000032,None,"[0, 0, 0]",1,3178.1416494000005,None,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
5,"[0, 0]",0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3180.107798299985,3182.1078282999806,3180.107798299985,3181.107818899909,3181.0911506999983,3182.091032599914,"[0, 0, 0]",1,3180.107798299985,3182.1078282999806,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
1,"[-0.2, 0.2]",0,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3182.124511700007,3184.124521999969,3182.124511700007,3183.1245313999243,3183.10782559996,3184.1078395999502,"[0, 0, 0]",1,3182.124511700007,3184.124521999969,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
1,"[-0.2, 0.2]",0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3184.141156799975,3186.1411971999332,3184.141156799975,3185.1411858999636,3185.124542000005,3186.1245163999265,"[0, 0, 0]",0,3184.141156799975,3186.1411971999332,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
6,"[0.2, 0]",0,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3186.157867299975,3188.1578759999247,3186.157867299975,3187.1578677999787,3187.1411990999477,3188.1411944999127,"[0, 0, 0]",1,3186.157867299975,3188.1578759999247,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
1,"[-0.2, 0.2]",1,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3188.174527099938,3190.1745686999056,3188.174527099938,3189.1745366000105,3189.157890799921,3190.157892499934,"[0, 0, 0]",1,3188.174527099938,3190.1745686999056,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
,,,,,,,,,,,3190.1912258999655,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.320987654320987,2834.8370591399726,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
3,"[0.2, 0.2]",None,,,,,0,0,0,0,3467.3772627,None,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3474.1270686999196,None,3474.1270686999196,3475.127072399948,3475.1104336999124,3476.1104382999474,"[0, 0, 0]",1,3474.1270686999196,None,3284.8757184999995,3284.8757184999995,None,space,134.18194809998386,3284.8757184999995,None,,,0.014134260010905564,5.0106635600095615,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
3,"[0.2, 0.2]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3476.1270898999646,3478.127092299983,3476.1270898999646,3477.127100399928,3477.1104660999263,3478.1104433999863,"[0, 0, 0]",1,3476.1270898999646,3478.127092299983,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
5,"[0, 0]",0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3478.1437928999076,3480.143778299913,3478.1437928999076,3479.1437735999934,3479.127109199995,3480.1271288999123,"[0, 0, 0]",1,3478.1437928999076,3480.143778299913,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
1,"[-0.2, 0.2]",0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3480.1604658999713,3482.1604921999387,3480.1604658999713,3481.1604854000034,3481.143801899976,3482.1438056000043,"[0, 0, 0]",0,3480.1604658999713,3482.1604921999387,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
5,"[0, 0]",1,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3482.2117018999998,None,3482.2117018999998,3483.2271456000162,3483.193806199939,None,"[0, 0, 0]",0,3482.2117018999998,None,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
8,"[0, -0.2]",0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3484.1938186999178,3486.1938287999947,3484.1938186999178,3485.1938297000015,3485.1771614999743,3486.1771787999896,"[0, 0, 0]",1,3484.1938186999178,3486.1938287999947,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
5,"[0, 0]",1,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3486.210511500016,3488.2105103000067,3486.210511500016,3487.2105231999885,3487.19383819995,3488.193878199905,"[0, 0, 0]",0,3486.210511500016,3488.2105103000067,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
7,"[-0.2, -0.2]",0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3488.2271951999282,3490.2272121999413,3488.2271951999282,3489.227200399968,3489.2105334999505,3490.2105159999337,"[0, 0, 0]",1,3488.2271951999282,3490.2272121999413,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
5,"[0, 0]",1,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3490.2438736999175,3492.2438943999587,3490.2438736999175,3491.2438731999137,3491.22721859999,3492.22722599993,"[0, 0, 0]",1,3490.2438736999175,3492.2438943999587,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
7,"[-0.2, -0.2]",1,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3492.2605457999744,3494.260571199935,3492.2605457999744,3493.260576999979,3493.243899699999,3494.243908699951,"[0, 0, 0]",0,3492.2605457999744,3494.260571199935,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
,,,,,,,,,,,3494.2772495999234,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.024691358024693,3137.8391105399933,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
5,"[0, 0]",None,0,0,0,0,,,,,3510.1783522999613,None,3514.3440873000072,None,3514.3440873000072,3515.344100199989,3515.32744969998,3516.32731819991,1,None,None,"[0, 0, 0]",,,3514.3440873000072,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014738659956492484,5.011756959953345,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
5,"[0, 0]",1,0,1,1,1,,,,,,,3516.3440854999935,None,3516.3440854999935,3517.344101399998,3517.3274690000108,3518.327488699928,0,None,None,"[0, 0, 0]",,,3516.3440854999935,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
4,"[-0.2, 0]",0,0,2,2,2,,,,,,,3518.3441226999275,3518.3441226999275,3518.3441226999275,3519.344124099938,3519.3274896999355,3520.327504499932,1,None,None,"[0, 0, 0]",,,3518.3441226999275,3518.3441226999275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
2,"[0, 0.2]",0,0,3,3,3,,,,,,,3520.3441288999747,3520.3441288999747,3520.3441288999747,3521.34414880001,3521.327485100017,3522.3275240999646,1,None,None,"[0, 0, 0]",,,3520.3441288999747,3520.3441288999747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
6,"[0.2, 0]",0,0,4,4,4,,,,,,,3522.377375299926,3522.377375299926,3522.377375299926,3523.3775065999944,3523.3608332999283,None,1,None,None,"[0, 0, 0]",,,3522.377375299926,3522.377375299926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
8,"[0, -0.2]",0,0,5,5,5,,,,,,,3524.3608420999954,None,3524.3608420999954,3525.360841799993,3525.34417940001,3526.3441805999028,1,None,None,"[0, 0, 0]",,,3524.3608420999954,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
1,"[-0.2, 0.2]",0,0,6,6,6,,,,,,,3526.3608464999124,3526.3608464999124,3526.3608464999124,3527.3608684999635,3527.3442080999957,3528.344215299934,1,None,None,"[0, 0, 0]",,,3526.3608464999124,3526.3608464999124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
4,"[-0.2, 0]",0,0,7,7,7,,,,,,,3528.360862499918,3528.360862499918,3528.360862499918,3529.3608841999667,3529.3442059999797,3530.3442252000095,1,None,None,"[0, 0, 0]",,,3528.360862499918,3528.360862499918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
8,"[0, -0.2]",0,0,8,8,8,,,,,,,3530.360896399943,3530.360896399943,3530.360896399943,3531.3608954999363,3531.3442201999715,3532.3442317999434,0,None,None,"[0, 0, 0]",,,3530.360896399943,3530.360896399943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
8,"[0, -0.2]",1,0,9,9,9,,,,,,,3532.3609148999676,3532.3609148999676,3532.3609148999676,3533.360942399944,3533.3442599999253,3534.3442515999777,1,None,None,"[0, 0, 0]",,,3532.3609148999676,3532.3609148999676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
,,,,,,,,,,,3534.360912999953,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.382716049382715,3176.0054602400633,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
3,"[0.2, 0.2]",None,0,0,0,0,,,,,3547.5944882999174,None,3554.411114599905,None,3554.411114599905,3555.411108899978,3555.3944883999648,3556.3944578999653,1,None,None,"[0, 0, 0]",,,3554.411114599905,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015382759971544147,5.013189360033721,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
4,"[-0.2, 0]",0,0,1,1,1,,,,,,,3556.411099299905,None,3556.411099299905,3557.4111218999606,3557.3944872999564,3558.394486599951,1,None,None,"[0, 0, 0]",,,3556.411099299905,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
1,"[-0.2, 0.2]",0,0,2,2,2,,,,,,,3558.411132099922,3558.411132099922,3558.411132099922,3559.4111355999485,3559.3944953000173,3560.394513599924,1,None,None,"[0, 0, 0]",,,3558.411132099922,3558.411132099922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
2,"[0, 0.2]",0,0,3,3,3,,,,,,,3560.411159600015,3560.411159600015,3560.411159600015,3561.411163199926,3561.394517199951,3562.3945216999855,1,None,None,"[0, 0, 0]",,,3560.411159600015,3560.411159600015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
2,"[0, 0.2]",1,0,4,4,4,,,,,,,3562.445105999941,3562.445105999941,3562.445105999941,3563.4445130999666,3563.427841199911,None,1,None,None,"[0, 0, 0]",,,3562.445105999941,3562.445105999941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
5,"[0, 0]",0,0,5,5,5,,,,,,,3564.4278596999357,None,3564.4278596999357,3565.4279040999245,3565.411194999935,3566.4112076999154,1,None,None,"[0, 0, 0]",,,3564.4278596999357,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
1,"[-0.2, 0.2]",0,0,6,6,6,,,,,,,3566.427868300001,3566.427868300001,3566.427868300001,3567.4278663999867,3567.411222699913,3568.411234900006,1,None,None,"[0, 0, 0]",,,3566.427868300001,3566.427868300001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
1,"[-0.2, 0.2]",1,0,7,7,7,,,,,,,3568.4278861999046,3568.4278861999046,3568.4278861999046,3569.427913599997,3569.4112329999916,3570.411247299984,1,None,None,"[0, 0, 0]",,,3568.4278861999046,3568.4278861999046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
8,"[0, -0.2]",0,0,8,8,8,,,,,,,3570.4279137999984,3570.4279137999984,3570.4279137999984,3571.42791749991,3571.4112505000085,3572.411251500016,1,None,None,"[0, 0, 0]",,,3570.4279137999984,3570.4279137999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
7,"[-0.2, -0.2]",0,0,9,9,9,,,,,,,3572.4279384999536,3572.4279384999536,3572.4279384999536,3573.427943399991,3573.4112736999523,3574.41127599997,1,None,None,"[0, 0, 0]",,,3572.4279384999536,3572.4279384999536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
,,,,,,,,,,,3574.427937499946,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.950617283950617,3220.740268940106,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
6,"[0.2, 0]",None,0,0,0,0,,,,,3592.3616425999207,None,3594.4781351999845,None,3594.4781351999845,3595.4781259999145,3595.4614898000145,3596.461491899914,1,None,None,"[0, 0, 0]",,,3594.4781351999845,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014353659935295582,5.011127959936857,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
6,"[0.2, 0]",1,0,1,1,1,,,,,,,3596.478133699973,None,3596.478133699973,3597.478161499952,3597.4615119999507,3598.4615179999964,1,None,None,"[0, 0, 0]",,,3596.478133699973,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
1,"[-0.2, 0.2]",0,0,2,2,2,,,,,,,3598.4781438999344,3598.4781438999344,3598.4781438999344,3599.4781633999664,3599.461505000014,3600.4615315999836,1,None,None,"[0, 0, 0]",,,3598.4781438999344,3598.4781438999344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
8,"[0, -0.2]",0,0,3,3,3,,,,,,,3600.478181099985,3600.478181099985,3600.478181099985,3601.478175999946,3601.4615214999067,3602.4614959999453,1,None,None,"[0, 0, 0]",,,3600.478181099985,3600.478181099985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
1,"[-0.2, 0.2]",0,0,4,4,4,,,,,,,3602.5452005999396,3602.5452005999396,3602.5452005999396,3603.5448569,3603.5282203999814,None,1,None,None,"[0, 0, 0]",,,3602.5452005999396,3602.5452005999396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
4,"[-0.2, 0]",0,0,5,5,5,,,,,,,3604.4948708999436,None,3604.4948708999436,3605.49486169999,3605.478227499989,3606.4782374999486,1,None,None,"[0, 0, 0]",,,3604.4948708999436,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
5,"[0, 0]",0,0,6,6,6,,,,,,,3606.494894500007,3606.494894500007,3606.494894500007,3607.494910300011,3607.478535400005,3608.478244800004,1,None,None,"[0, 0, 0]",,,3606.494894500007,3606.494894500007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
7,"[-0.2, -0.2]",0,0,7,7,7,,,,,,,3608.4949215999804,3608.4949215999804,3608.4949215999804,3609.4949210999766,3609.4782678999472,3610.4782732999884,1,None,None,"[0, 0, 0]",,,3608.4949215999804,3608.4949215999804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
7,"[-0.2, -0.2]",1,0,8,8,8,,,,,,,3610.494918399956,3610.494918399956,3610.494918399956,3611.4949321999447,3611.4782677999465,3612.4782933999086,0,None,None,"[0, 0, 0]",,,3610.494918399956,3610.494918399956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
7,"[-0.2, -0.2]",1,0,9,9,9,,,,,,,3612.494940100005,3612.494940100005,3612.494940100005,3613.49495949992,3613.478290900006,3614.4782920000143,1,None,None,"[0, 0, 0]",,,3612.494940100005,3612.494940100005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
,,,,,,,,,,,3614.4949662999716,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.296296296296294,3261.4738681400195,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
6,"[0.2, 0]",None,,,,,0,0,0,0,3631.778635099996,None,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3634.5451442999765,None,3634.5451442999765,3635.5451429999666,3635.528509499971,3636.528495799983,"[0, 0, 0]",1,3634.5451442999765,None,,,,,,,,,,0.01440435997210443,5.011190459947102,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
1,"[-0.2, 0.2]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3636.5451631000033,3638.5451720999554,3636.5451631000033,3637.545164100011,3637.528529400006,3638.5285189999267,"[0, 0, 0]",1,3636.5451631000033,3638.5451720999554,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
