square,location,corrAns,runSeq,TaskT1Loop.thisRepN,TaskT1Loop.thisTrialN,TaskT1Loop.thisN,TaskT1Loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,runLoop.thisRepN,runLoop.thisTrialN,runLoop.thisN,runLoop.thisIndex,fixation_1.started,fixation_1.stopped,grid_lines.started,grid_lines.stopped,target_square.started,target_square.stopped,fixation_2.started,fixation_2.stopped,response.corr,response.x,response.y,response.leftButton,response.click_left,response.click_right,response.started,response.stopped,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,response.click,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,response_2.rt_left,response_2.rt_right,subject number,gender,bodymap first- or second-half (1 or 2),session,handedness,scanner,date,expName,psychopyVersion,frameRate,body_site_order,
9,"[0.2, -0.2]",None,stimuli/orders/stimOrder3.xlsx,,,,,,,,,0,103,103,103,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2932.115678300004,2934.1168209000025,2932.115678300004,2933.1162236000237,2933.1000889000134,2934.1003504000255,"[0, 0, 0]",1,2932.115678300004,2934.1168209000025,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
9,"[0.2, -0.2]",None,stimuli/orders/stimOrder3.xlsx,,,,,,,,,0,104,104,104,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2934.133490100008,2936.1345112000126,2934.133490100008,2935.1340881000215,2935.1174525000097,2936.1178087000153,"[0, 0, 0]",1,2934.133490100008,2936.1345112000126,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
8,"[0, -0.2]",None,stimuli/orders/stimOrder3.xlsx,,,,,,,,,0,105,105,105,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2936.1513780000096,2938.1524979000096,2936.1513780000096,2937.15186350001,2937.135152300005,2938.1356151000073,"[0, 0, 0]",1,2936.1513780000096,2938.1524979000096,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
6,"[0.2, 0]",None,stimuli/orders/stimOrder3.xlsx,,,,,,,,,0,106,106,106,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2938.168928900006,2940.1699897000217,2938.168928900006,2939.169405100023,2939.1531102000154,2940.153611100017,"[0, 0, 0]",1,2938.168928900006,2940.1699897000217,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
3,"[0.2, 0.2]",None,stimuli/orders/stimOrder3.xlsx,,,,,,,,,0,107,107,107,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2940.1872450000083,2942.1878667000274,2940.1872450000083,2941.1872382000147,2941.170303700026,2942.170899000019,"[0, 0, 0]",1,2940.1872450000083,2942.1878667000274,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
6,"[0.2, 0]",1.0,stimuli/orders/stimOrder3.xlsx,,,,,,,,,0,108,108,108,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2942.204296300013,2944.205844400014,2942.204296300013,2943.205497000017,2943.1880419000227,2944.1885278000263,"[0, 0, 0]",0,2942.204296300013,2944.205844400014,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
5,"[0, 0]",None,stimuli/orders/stimOrder3.xlsx,,,,,,,,,0,109,109,109,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2944.2219151000027,2946.2229911000177,2944.2219151000027,2945.2224900000147,2945.205885800009,2946.2064849000017,"[0, 0, 0]",1,2944.2219151000027,2946.2229911000177,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
7,"[-0.2, -0.2]",None,stimuli/orders/stimOrder3.xlsx,,,,,,,,,0,110,110,110,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2946.2400387000234,2948.2432516000117,2946.2400387000234,2947.240765000024,2947.223670200008,2948.224011000013,"[0, 0, 0]",1,2946.2400387000234,2948.2432516000117,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
5,"[0, 0]",1.0,stimuli/orders/stimOrder3.xlsx,,,,,,,,,0,111,111,111,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2948.257439500012,2950.2585386000283,2948.257439500012,2949.2579612000263,2949.2422023000254,2950.2424467000237,"[0, 0, 0]",0,2948.257439500012,2950.2585386000283,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
1,"[-0.2, 0.2]",None,stimuli/orders/stimOrder3.xlsx,,,,,,,,,0,112,112,112,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2950.2750534000224,2952.2763742000097,2950.2750534000224,2951.2759158000117,2951.258943200024,2952.2594217000005,"[0, 0, 0]",1,2950.2750534000224,2952.2763742000097,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
7,"[-0.2, -0.2]",None,stimuli/orders/stimOrder3.xlsx,,,,,,,,,0,113,113,113,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2952.2935400000133,2954.2938714000047,2952.2935400000133,2953.2965649000253,2953.276880600024,2954.2774748000083,"[0, 0, 0]",1,2952.2935400000133,2954.2938714000047,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
9,"[0.2, -0.2]",None,stimuli/orders/stimOrder3.xlsx,,,,,,,,,0,114,114,114,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2954.3103486000036,2956.311439700017,2954.3103486000036,2955.3108356000157,2955.294161400001,2956.295007800014,"[0, 0, 0]",1,2954.3103486000036,2956.311439700017,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
3,"[0.2, 0.2]",None,stimuli/orders/stimOrder3.xlsx,,,,,,,,,0,115,115,115,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2956.328720300022,2958.329134200001,2956.328720300022,2957.3287636000023,2957.3117967,2958.312341200013,"[0, 0, 0]",1,2956.328720300022,2958.329134200001,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
9,"[0.2, -0.2]",1.0,stimuli/orders/stimOrder3.xlsx,,,,,,,,,0,116,116,116,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2958.3458405000274,2960.346696100023,2958.3458405000274,2959.3461803000246,2959.3297645000275,2960.3300931000267,"[0, 0, 0]",0,2958.3458405000274,2960.346696100023,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
6,"[0.2, 0]",None,stimuli/orders/stimOrder3.xlsx,,,,,,,,,0,117,117,117,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2960.3637513000285,2962.364903700014,2960.3637513000285,2961.3645049000042,2961.347411900002,2962.3477752000035,"[0, 0, 0]",1,2960.3637513000285,2962.364903700014,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
2,"[0, 0.2]",None,stimuli/orders/stimOrder3.xlsx,,,,,,,,,0,118,118,118,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2962.3810081000265,2964.3819818000193,2962.3810081000265,2963.3815308000194,2963.365026400017,2964.365358100011,"[0, 0, 0]",1,2962.3810081000265,2964.3819818000193,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
5,"[0, 0]",None,stimuli/orders/stimOrder3.xlsx,,,,,,,,,0,119,119,119,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2964.398668800015,2966.399665600009,2964.398668800015,2965.399236600002,2965.3825691000093,2966.3830008000077,"[0, 0, 0]",1,2964.398668800015,2966.399665600009,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
,,,stimuli/orders/stimOrder3.xlsx,,,,,,,,,,,,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.72222222222223,2958.8329219399893,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
6,"[0.2, 0]",None,stimuli/orders/stimOrder3.xlsx,,,,,0,0,0,0,,,,,0,2,2,1,None,None,3125.070240900008,None,3125.070240900008,3126.079975300003,3126.0630411000166,None,1,None,None,"[0, 0, 0]",,,3125.070240900008,None,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,0.014435760007472709,None,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
6,"[0.2, 0]",space,stimuli/orders/stimOrder3.xlsx,,,,,0,1,1,1,,,,,0,2,2,1,,,3127.063733900024,None,3127.063733900024,3128.0641627000005,3128.0475591000286,3129.048159800004,0,None,None,"[0, 0, 0]",,,3127.063733900024,None,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
2,"[0, 0.2]",None,stimuli/orders/stimOrder3.xlsx,,,,,0,2,2,2,,,,,0,2,2,1,,,3129.064670300024,3129.064670300024,3129.064670300024,3130.0652634,3130.048718700011,3131.049026600027,1,None,None,"[0, 0, 0]",,,3129.064670300024,3129.064670300024,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
9,"[0.2, -0.2]",None,stimuli/orders/stimOrder3.xlsx,,,,,0,3,3,3,,,,,0,2,2,1,,,3131.0656208000146,3131.0656208000146,3131.0656208000146,3132.066353400005,3132.050015100016,3133.050091400015,1,None,None,"[0, 0, 0]",,,3131.0656208000146,3131.0656208000146,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
9,"[0.2, -0.2]",space,stimuli/orders/stimOrder3.xlsx,,,,,0,4,4,4,,,,,0,2,2,1,,,3133.0667574000254,3133.0667574000254,3133.0667574000254,3134.067252500012,3134.0508202000055,3135.0511651000124,0,None,None,"[0, 0, 0]",,,3133.0667574000254,3133.0667574000254,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
6,"[0.2, 0]",None,stimuli/orders/stimOrder3.xlsx,,,,,0,5,5,5,,,,,0,2,2,1,,,3135.0676647000073,3135.0676647000073,3135.0676647000073,3136.0682668000227,3136.051670100016,3137.0521572,1,None,None,"[0, 0, 0]",,,3135.0676647000073,3135.0676647000073,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
4,"[-0.2, 0]",None,stimuli/orders/stimOrder3.xlsx,,,,,0,6,6,6,,,,,0,2,2,1,,,3137.068700100004,3137.068700100004,3137.068700100004,3138.0690894,3138.052564900019,3139.0531048000266,1,None,None,"[0, 0, 0]",,,3137.068700100004,3137.068700100004,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
3,"[0.2, 0.2]",None,stimuli/orders/stimOrder3.xlsx,,,,,0,7,7,7,,,,,0,2,2,1,,,3139.069597200025,3139.069597200025,3139.069597200025,3140.0700607000035,3140.053749100014,3141.0575954000233,1,None,None,"[0, 0, 0]",,,3139.069597200025,3139.069597200025,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
3,"[0.2, 0.2]",space,stimuli/orders/stimOrder3.xlsx,,,,,0,8,8,8,,,,,0,2,2,1,,,3141.08537060002,None,3141.08537060002,3142.0881101000123,3142.071346300014,3143.071859400021,0,None,None,"[0, 0, 0]",,,3141.08537060002,None,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
8,"[0, -0.2]",None,stimuli/orders/stimOrder3.xlsx,,,,,0,9,9,9,,,,,0,2,2,1,,,3143.0884370000276,3143.0884370000276,3143.0884370000276,3144.089713500027,3144.0729997000017,3145.073054200009,1,None,None,"[0, 0, 0]",,,3143.0884370000276,3143.0884370000276,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
1,"[-0.2, 0.2]",None,stimuli/orders/stimOrder3.xlsx,,,,,0,10,10,10,,,,,0,2,2,1,,,3145.0892741999996,3145.0892741999996,3145.0892741999996,3146.0898512000276,3146.0734602000157,3147.074787300022,1,None,None,"[0, 0, 0]",,,3145.0892741999996,3145.0892741999996,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
2,"[0, 0.2]",None,stimuli/orders/stimOrder3.xlsx,,,,,0,11,11,11,,,,,0,2,2,1,,,3147.0905098000076,3147.0905098000076,3147.0905098000076,3148.0907681000244,3148.074137000018,3149.0750358000223,1,None,None,"[0, 0, 0]",,,3147.0905098000076,3147.0905098000076,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
4,"[-0.2, 0]",None,stimuli/orders/stimOrder3.xlsx,,,,,0,12,12,12,,,,,0,2,2,1,,,3149.0913130000117,3149.0913130000117,3149.0913130000117,3150.0919830000203,3150.07532850001,3151.0760851000086,1,None,None,"[0, 0, 0]",,,3149.0913130000117,3149.0913130000117,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
4,"[-0.2, 0]",space,stimuli/orders/stimOrder3.xlsx,,,,,0,13,13,13,,,,,0,2,2,1,,,3151.092233500007,3151.092233500007,3151.092233500007,3152.0929309000203,3152.0763976000017,3153.0769170000276,0,None,None,"[0, 0, 0]",,,3151.092233500007,3151.092233500007,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
8,"[0, -0.2]",None,stimuli/orders/stimOrder3.xlsx,,,,,0,14,14,14,,,,,0,2,2,1,,,3153.0934373000055,3153.0934373000055,3153.0934373000055,3154.0938380000007,3154.077416200016,3155.07779510002,1,None,None,"[0, 0, 0]",,,3153.0934373000055,3153.0934373000055,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
5,"[0, 0]",None,stimuli/orders/stimOrder3.xlsx,,,,,0,15,15,15,,,,,0,2,2,1,,,3155.0942157000245,3155.0942157000245,3155.0942157000245,3156.0949695000018,3156.078549100028,3157.079145800002,1,None,None,"[0, 0, 0]",,,3155.0942157000245,3155.0942157000245,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
5,"[0, 0]",space,stimuli/orders/stimOrder3.xlsx,,,,,0,16,16,16,,,,,0,2,2,1,,,3157.1046751000104,3157.1046751000104,3157.1046751000104,3158.1131868000084,3158.079528100003,3159.0797824000183,0,None,None,"[0, 0, 0]",,,3157.1046751000104,3157.1046751000104,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
1,"[-0.2, 0.2]",None,stimuli/orders/stimOrder3.xlsx,,,,,0,17,17,17,,,,,0,2,2,1,,,3159.1135458000062,None,3159.1135458000062,3160.1140119000047,3160.1028468000004,None,1,None,None,"[0, 0, 0]",,,3159.1135458000062,None,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
3,"[0.2, 0.2]",None,stimuli/orders/stimOrder3.xlsx,,,,,0,18,18,18,,,,,0,2,2,1,,,3161.114418800018,3161.114418800018,3161.114418800018,3162.1148235000146,3162.1042199000076,3163.101822000026,1,None,None,"[0, 0, 0]",,,3161.114418800018,3161.114418800018,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
6,"[0.2, 0]",None,stimuli/orders/stimOrder3.xlsx,,,,,0,19,19,19,,,,,0,2,2,1,,,3163.1157162000018,3163.1157162000018,3163.1157162000018,3164.1156180000107,3164.102973300003,None,1,None,None,"[0, 0, 0]",,,3163.1157162000018,3163.1157162000018,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
1,"[-0.2, 0.2]",None,stimuli/orders/stimOrder3.xlsx,,,,,0,20,20,20,,,,,0,2,2,1,,,3165.116195600014,3165.116195600014,3165.116195600014,3166.116723700019,3166.1008379000123,3167.101403400011,1,None,None,"[0, 0, 0]",,,3165.116195600014,3165.116195600014,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
1,"[-0.2, 0.2]",space,stimuli/orders/stimOrder3.xlsx,,,,,0,21,21,21,,,,,0,2,2,1,,,3167.1171728000045,3167.1171728000045,3167.1171728000045,3168.1190484000253,3168.1028521000117,None,0,None,None,"[0, 0, 0]",,,3167.1171728000045,3167.1171728000045,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
1,"[-0.2, 0.2]",space,stimuli/orders/stimOrder3.xlsx,,,,,0,22,22,22,,,,,0,2,2,1,,,3169.1186206000275,3169.1186206000275,3169.1186206000275,3170.1186853000254,3170.1025807000115,3171.1026392000203,0,None,None,"[0, 0, 0]",,,3169.1186206000275,3169.1186206000275,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
3,"[0.2, 0.2]",None,stimuli/orders/stimOrder3.xlsx,,,,,0,23,23,23,,,,,0,2,2,1,,,3171.11916490001,3171.11916490001,3171.11916490001,3172.1210866000038,3172.1041608000232,3173.1034842000226,1,None,None,"[0, 0, 0]",,,3171.11916490001,3171.11916490001,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
2,"[0, 0.2]",None,stimuli/orders/stimOrder3.xlsx,,,,,0,24,24,24,,,,,0,2,2,1,,,3173.121301700012,3173.121301700012,3173.121301700012,3174.121955200011,3174.121955200011,None,1,None,None,"[0, 0, 0]",,,3173.121301700012,3173.121301700012,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
1,"[-0.2, 0.2]",None,stimuli/orders/stimOrder3.xlsx,,,,,0,25,25,25,,,,,0,2,2,1,,,3175.1213533000264,3175.1213533000264,3175.1213533000264,3176.1232184000255,3176.1049975000205,3177.105520300014,1,None,None,"[0, 0, 0]",,,3175.1213533000264,3175.1213533000264,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
7,"[-0.2, -0.2]",None,stimuli/orders/stimOrder3.xlsx,,,,,0,26,26,26,,,,,0,2,2,1,,,3177.1226629000157,3177.1226629000157,3177.1226629000157,3178.1226041000045,3178.105908800004,3179.1064843000204,1,None,None,"[0, 0, 0]",,,3177.1226629000157,3177.1226629000157,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
7,"[-0.2, -0.2]",space,stimuli/orders/stimOrder3.xlsx,,,,,0,27,27,27,,,,,0,2,2,1,,,3179.12415660001,3179.12415660001,3179.12415660001,3180.123878500017,3180.1069368000026,3181.1074633000244,0,None,None,"[0, 0, 0]",,,3179.12415660001,3179.12415660001,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
2,"[0, 0.2]",None,stimuli/orders/stimOrder3.xlsx,,,,,0,28,28,28,,,,,0,2,2,1,,,3181.1242868000118,3181.1242868000118,3181.1242868000118,3182.125936800003,3182.1080655000114,3183.1084919000277,1,None,None,"[0, 0, 0]",,,3181.1242868000118,3181.1242868000118,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
6,"[0.2, 0]",None,stimuli/orders/stimOrder3.xlsx,,,,,0,29,29,29,,,,,0,2,2,1,,,3183.125045600027,3183.125045600027,3183.125045600027,3184.1267461000243,3184.108908400027,3185.109597200004,1,None,None,"[0, 0, 0]",,,3183.125045600027,3183.125045600027,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
,,,stimuli/orders/stimOrder3.xlsx,,,,,,,,,,,,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.14814814814815,3183.965781439998,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
