8.2004 	EXP 	Created Nbackinstructions = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='Nbackinstructions', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1.75)
29.5793 	EXP 	NbackInstructionImg: image = 'c:\\Users\\Admin\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\WASABI distractmap\\instruction_stim\\1.png'
29.6072 	DATA 	Keypress: n
30.0282 	DATA 	Keypress: space
30.0571 	EXP 	Nbackinstructions: text = 'Between each trial, a fixation cross will appear in the middle of the grid. \n\n\n\n\n\n\n\n\nYou do not need to respond during this time. \nSimply wait for the next trial.\n\n\n\nExperimenter press [Space] to continue.'
30.0571 	EXP 	NbackInstructionImg: image = 'c:\\Users\\Admin\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\WASABI distractmap\\instruction_stim\\2.png'
30.3043 	DATA 	Keypress: space
30.3350 	EXP 	NbackInstructionImg: autoDraw = False
30.3350 	EXP 	Nbackinstructions: text = '\n1-back\n\n\n\n\n\n\n\nDuring 1-back you will have to indicate whether the current position matches the position that was presented in the last trial, by either pressing the "yes" button (left click) or the "no" button (right click).\n\n\nExperimenter press [Space] to show an example.'
30.5991 	DATA 	Keypress: space
30.6271 	EXP 	box1: fillColor = 'white'
30.6271 	EXP 	box1: lineColor = 'white'
30.6271 	EXP 	box1: color = 'white'
30.6271 	EXP 	box2: fillColor = 'white'
30.6271 	EXP 	box2: lineColor = 'white'
30.6271 	EXP 	box2: color = 'white'
30.6271 	EXP 	box1Text: autoDraw = True
30.6271 	EXP 	box1: autoDraw = True
30.6271 	EXP 	box2Text: autoDraw = True
30.6271 	EXP 	box2: autoDraw = True
30.9920 	DATA 	Keypress: space
31.2557 	DATA 	Mouse: Left button down, pos=(395,654)
31.2715 	EXP 	box1Check: autoDraw = True
31.3588 	DATA 	Mouse:  Left button up, pos=(395,653)
31.5898 	DATA 	Mouse: Right button down, pos=(400,653)
31.6053 	EXP 	box2Check: autoDraw = True
31.6053 	EXP 	continueText: autoDraw = True
31.6570 	DATA 	Mouse:  Right button up, pos=(400,653)
31.8422 	DATA 	Keypress: space
31.8787 	EXP 	window1: mouseVisible = True
31.8803 	EXP 	box1Text: autoDraw = False
31.8803 	EXP 	box2Text: autoDraw = False
31.8803 	EXP 	box1: autoDraw = False
31.8803 	EXP 	box2: autoDraw = False
31.8803 	EXP 	box1Check: autoDraw = False
31.8803 	EXP 	box2Check: autoDraw = False
31.8803 	EXP 	continueText: autoDraw = False
31.8803 	EXP 	Nbackinstructions: text = 'In the below 1-back example you should make a "yes" response (left click) on trial 3, since the position is the same as the position on trial 2, while the other trials require a "no" (right click) response.\n\n\n\n\n\n\n\n\n\n'
31.8803 	EXP 	Nbackinstructions: autoDraw = True
31.8803 	EXP 	ClickPrompt: text = 'Click to continue'
31.8803 	EXP 	NbackInstructionWideImg: autoDraw = True
31.8887 	EXP 	NbackInstructionWideImg: autoDraw = True
31.9055 	EXP 	NbackInstructionWideImg: autoDraw = True
31.9220 	EXP 	NbackInstructionWideImg: autoDraw = True
31.9387 	EXP 	NbackInstructionWideImg: autoDraw = True
31.9555 	EXP 	NbackInstructionWideImg: autoDraw = True
31.9722 	EXP 	NbackInstructionWideImg: autoDraw = True
31.9888 	EXP 	NbackInstructionWideImg: autoDraw = True
32.0055 	EXP 	NbackInstructionWideImg: autoDraw = True
32.0221 	EXP 	NbackInstructionWideImg: autoDraw = True
32.0388 	EXP 	NbackInstructionWideImg: autoDraw = True
32.0555 	EXP 	NbackInstructionWideImg: autoDraw = True
32.0722 	EXP 	NbackInstructionWideImg: autoDraw = True
32.0888 	EXP 	NbackInstructionWideImg: autoDraw = True
32.1056 	EXP 	NbackInstructionWideImg: autoDraw = True
32.1221 	EXP 	NbackInstructionWideImg: autoDraw = True
32.1392 	EXP 	NbackInstructionWideImg: autoDraw = True
32.1558 	EXP 	NbackInstructionWideImg: autoDraw = True
32.1723 	EXP 	NbackInstructionWideImg: autoDraw = True
32.1889 	EXP 	NbackInstructionWideImg: autoDraw = True
32.2056 	EXP 	NbackInstructionWideImg: autoDraw = True
32.2228 	EXP 	NbackInstructionWideImg: autoDraw = True
32.2390 	EXP 	NbackInstructionWideImg: autoDraw = True
32.2557 	EXP 	NbackInstructionWideImg: autoDraw = True
32.2723 	EXP 	NbackInstructionWideImg: autoDraw = True
32.2889 	EXP 	NbackInstructionWideImg: autoDraw = True
32.3060 	EXP 	NbackInstructionWideImg: autoDraw = True
32.3224 	EXP 	NbackInstructionWideImg: autoDraw = True
32.3391 	EXP 	NbackInstructionWideImg: autoDraw = True
32.3558 	EXP 	NbackInstructionWideImg: autoDraw = True
32.3575 	DATA 	Mouse: Left button down, pos=(402,654)
32.3725 	EXP 	NbackInstructionWideImg: autoDraw = True
32.3892 	EXP 	NbackInstructionWideImg: autoDraw = True
32.4062 	EXP 	NbackInstructionWideImg: autoDraw = True
32.4225 	EXP 	NbackInstructionWideImg: autoDraw = True
32.4393 	EXP 	NbackInstructionWideImg: autoDraw = True
32.4560 	EXP 	NbackInstructionWideImg: autoDraw = True
32.4726 	EXP 	NbackInstructionWideImg: autoDraw = True
32.4741 	DATA 	Mouse:  Left button up, pos=(406,656)
32.4892 	EXP 	NbackInstructionWideImg: autoDraw = True
32.5060 	EXP 	NbackInstructionWideImg: autoDraw = True
32.5226 	EXP 	NbackInstructionWideImg: autoDraw = True
32.5394 	EXP 	NbackInstructionWideImg: autoDraw = True
32.5560 	EXP 	NbackInstructionWideImg: autoDraw = True
32.5727 	EXP 	NbackInstructionWideImg: autoDraw = True
32.5894 	EXP 	NbackInstructionWideImg: autoDraw = True
32.6062 	EXP 	NbackInstructionWideImg: autoDraw = True
32.6227 	EXP 	NbackInstructionWideImg: autoDraw = True
32.6394 	EXP 	NbackInstructionWideImg: autoDraw = True
32.6561 	EXP 	NbackInstructionWideImg: autoDraw = True
32.6730 	EXP 	NbackInstructionWideImg: autoDraw = True
32.6977 	EXP 	NbackInstructionWideImg: autoDraw = True
32.7063 	EXP 	NbackInstructionWideImg: autoDraw = True
32.7229 	EXP 	NbackInstructionWideImg: autoDraw = True
32.7398 	EXP 	NbackInstructionWideImg: autoDraw = True
32.7562 	EXP 	NbackInstructionWideImg: autoDraw = True
32.7729 	EXP 	NbackInstructionWideImg: autoDraw = True
32.7895 	EXP 	NbackInstructionWideImg: autoDraw = True
32.8062 	EXP 	NbackInstructionWideImg: autoDraw = True
32.8228 	EXP 	NbackInstructionWideImg: autoDraw = True
32.8395 	EXP 	NbackInstructionWideImg: autoDraw = True
32.8563 	EXP 	NbackInstructionWideImg: autoDraw = True
32.8731 	EXP 	NbackInstructionWideImg: autoDraw = True
32.8895 	EXP 	NbackInstructionWideImg: autoDraw = True
32.9067 	EXP 	NbackInstructionWideImg: image = 'c:\\Users\\Admin\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\WASABI distractmap\\instruction_stim\\3.png'
32.9067 	EXP 	NbackInstructionWideImg: autoDraw = True
32.9231 	EXP 	NbackInstructionWideImg: autoDraw = True
32.9397 	EXP 	NbackInstructionWideImg: autoDraw = True
32.9564 	EXP 	NbackInstructionWideImg: autoDraw = True
32.9731 	EXP 	NbackInstructionWideImg: autoDraw = True
32.9898 	EXP 	NbackInstructionWideImg: autoDraw = True
33.0065 	EXP 	NbackInstructionWideImg: autoDraw = True
33.0232 	EXP 	NbackInstructionWideImg: autoDraw = True
33.0397 	EXP 	NbackInstructionWideImg: autoDraw = True
33.0566 	EXP 	NbackInstructionWideImg: autoDraw = True
33.0732 	EXP 	NbackInstructionWideImg: autoDraw = True
33.0900 	EXP 	NbackInstructionWideImg: autoDraw = True
33.1073 	EXP 	NbackInstructionWideImg: autoDraw = True
33.1233 	EXP 	NbackInstructionWideImg: autoDraw = True
33.1402 	EXP 	NbackInstructionWideImg: autoDraw = True
33.1566 	EXP 	NbackInstructionWideImg: autoDraw = True
33.1735 	EXP 	NbackInstructionWideImg: autoDraw = True
33.1898 	EXP 	NbackInstructionWideImg: autoDraw = True
33.2065 	EXP 	NbackInstructionWideImg: autoDraw = True
33.2231 	EXP 	NbackInstructionWideImg: autoDraw = True
33.2399 	EXP 	NbackInstructionWideImg: autoDraw = True
33.2565 	EXP 	NbackInstructionWideImg: autoDraw = True
33.2733 	EXP 	NbackInstructionWideImg: autoDraw = True
33.2900 	EXP 	NbackInstructionWideImg: autoDraw = True
33.3067 	EXP 	NbackInstructionWideImg: autoDraw = True
33.3234 	EXP 	NbackInstructionWideImg: autoDraw = True
33.3400 	EXP 	NbackInstructionWideImg: autoDraw = True
33.3569 	EXP 	NbackInstructionWideImg: autoDraw = True
33.3734 	EXP 	NbackInstructionWideImg: autoDraw = True
33.3901 	EXP 	NbackInstructionWideImg: autoDraw = True
33.4067 	EXP 	NbackInstructionWideImg: autoDraw = True
33.4233 	EXP 	NbackInstructionWideImg: autoDraw = True
33.4401 	EXP 	NbackInstructionWideImg: autoDraw = True
33.4570 	EXP 	NbackInstructionWideImg: autoDraw = True
33.4735 	EXP 	NbackInstructionWideImg: autoDraw = True
33.4902 	EXP 	NbackInstructionWideImg: autoDraw = True
33.5068 	EXP 	NbackInstructionWideImg: autoDraw = True
33.5236 	EXP 	NbackInstructionWideImg: autoDraw = True
33.5402 	EXP 	NbackInstructionWideImg: autoDraw = True
33.5572 	EXP 	NbackInstructionWideImg: autoDraw = True
33.5736 	EXP 	NbackInstructionWideImg: autoDraw = True
33.5901 	EXP 	NbackInstructionWideImg: autoDraw = True
33.6071 	EXP 	NbackInstructionWideImg: autoDraw = True
33.6238 	EXP 	NbackInstructionWideImg: autoDraw = True
33.6404 	EXP 	NbackInstructionWideImg: autoDraw = True
33.6570 	EXP 	NbackInstructionWideImg: autoDraw = True
33.6739 	EXP 	NbackInstructionWideImg: autoDraw = True
33.6903 	EXP 	NbackInstructionWideImg: autoDraw = True
33.7069 	EXP 	NbackInstructionWideImg: autoDraw = True
33.7237 	EXP 	NbackInstructionWideImg: autoDraw = True
33.7403 	EXP 	NbackInstructionWideImg: autoDraw = True
33.7571 	EXP 	NbackInstructionWideImg: autoDraw = True
33.7737 	EXP 	NbackInstructionWideImg: autoDraw = True
33.7905 	EXP 	NbackInstructionWideImg: autoDraw = True
33.8070 	EXP 	NbackInstructionWideImg: autoDraw = True
33.8238 	EXP 	NbackInstructionWideImg: autoDraw = True
33.8404 	EXP 	NbackInstructionWideImg: autoDraw = True
33.8571 	EXP 	NbackInstructionWideImg: autoDraw = True
33.8737 	EXP 	NbackInstructionWideImg: autoDraw = True
33.8908 	EXP 	NbackInstructionWideImg: autoDraw = True
33.9402 	EXP 	NbackInstructionWideImg: image = 'c:\\Users\\Admin\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\WASABI distractmap\\instruction_stim\\4.png'
33.9402 	EXP 	NbackInstructionWideImg: autoDraw = True
33.9413 	EXP 	NbackInstructionWideImg: autoDraw = True
33.9573 	EXP 	NbackInstructionWideImg: autoDraw = True
33.9739 	EXP 	NbackInstructionWideImg: autoDraw = True
33.9906 	EXP 	NbackInstructionWideImg: autoDraw = True
34.0072 	EXP 	NbackInstructionWideImg: autoDraw = True
34.0238 	EXP 	NbackInstructionWideImg: autoDraw = True
34.0405 	EXP 	NbackInstructionWideImg: autoDraw = True
34.0573 	EXP 	NbackInstructionWideImg: autoDraw = True
34.0739 	EXP 	NbackInstructionWideImg: autoDraw = True
34.0907 	EXP 	NbackInstructionWideImg: autoDraw = True
34.1075 	EXP 	NbackInstructionWideImg: autoDraw = True
34.1240 	EXP 	NbackInstructionWideImg: autoDraw = True
34.1410 	EXP 	NbackInstructionWideImg: autoDraw = True
34.1574 	EXP 	NbackInstructionWideImg: autoDraw = True
34.1740 	EXP 	NbackInstructionWideImg: autoDraw = True
34.1906 	EXP 	NbackInstructionWideImg: autoDraw = True
34.2074 	EXP 	NbackInstructionWideImg: autoDraw = True
34.2241 	EXP 	NbackInstructionWideImg: autoDraw = True
34.2408 	EXP 	NbackInstructionWideImg: autoDraw = True
34.2574 	EXP 	NbackInstructionWideImg: autoDraw = True
34.2741 	EXP 	NbackInstructionWideImg: autoDraw = True
34.2908 	EXP 	NbackInstructionWideImg: autoDraw = True
34.3075 	EXP 	NbackInstructionWideImg: autoDraw = True
34.3243 	EXP 	NbackInstructionWideImg: autoDraw = True
34.3409 	EXP 	NbackInstructionWideImg: autoDraw = True
34.3577 	EXP 	NbackInstructionWideImg: autoDraw = True
34.3743 	EXP 	NbackInstructionWideImg: autoDraw = True
34.3908 	EXP 	NbackInstructionWideImg: autoDraw = True
34.4075 	EXP 	NbackInstructionWideImg: autoDraw = True
34.4241 	EXP 	NbackInstructionWideImg: autoDraw = True
34.4409 	EXP 	NbackInstructionWideImg: autoDraw = True
34.4576 	EXP 	NbackInstructionWideImg: autoDraw = True
34.4743 	EXP 	NbackInstructionWideImg: autoDraw = True
34.4911 	EXP 	NbackInstructionWideImg: autoDraw = True
34.5076 	EXP 	NbackInstructionWideImg: autoDraw = True
34.5244 	EXP 	NbackInstructionWideImg: autoDraw = True
34.5410 	EXP 	NbackInstructionWideImg: autoDraw = True
34.5577 	EXP 	NbackInstructionWideImg: autoDraw = True
34.5744 	EXP 	NbackInstructionWideImg: autoDraw = True
34.5912 	EXP 	NbackInstructionWideImg: autoDraw = True
34.6080 	EXP 	NbackInstructionWideImg: autoDraw = True
34.6245 	EXP 	NbackInstructionWideImg: autoDraw = True
34.6411 	EXP 	NbackInstructionWideImg: autoDraw = True
34.6578 	EXP 	NbackInstructionWideImg: autoDraw = True
34.6744 	EXP 	NbackInstructionWideImg: autoDraw = True
34.6911 	EXP 	NbackInstructionWideImg: autoDraw = True
34.7078 	EXP 	NbackInstructionWideImg: autoDraw = True
34.7245 	EXP 	NbackInstructionWideImg: autoDraw = True
34.7412 	EXP 	NbackInstructionWideImg: autoDraw = True
34.7579 	EXP 	NbackInstructionWideImg: autoDraw = True
34.7745 	EXP 	NbackInstructionWideImg: autoDraw = True
34.7912 	EXP 	NbackInstructionWideImg: autoDraw = True
34.8079 	EXP 	NbackInstructionWideImg: autoDraw = True
34.8247 	EXP 	NbackInstructionWideImg: autoDraw = True
34.8412 	EXP 	NbackInstructionWideImg: autoDraw = True
34.8580 	EXP 	NbackInstructionWideImg: autoDraw = True
34.8747 	EXP 	NbackInstructionWideImg: autoDraw = True
34.8913 	EXP 	NbackInstructionWideImg: autoDraw = True
34.9081 	EXP 	NbackInstructionWideImg: image = 'c:\\Users\\Admin\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\WASABI distractmap\\instruction_stim\\5.png'
34.9081 	EXP 	NbackInstructionWideImg: autoDraw = True
34.9251 	EXP 	NbackInstructionWideImg: autoDraw = True
34.9413 	EXP 	NbackInstructionWideImg: autoDraw = True
34.9580 	EXP 	NbackInstructionWideImg: autoDraw = True
34.9752 	EXP 	NbackInstructionWideImg: autoDraw = True
34.9914 	EXP 	NbackInstructionWideImg: autoDraw = True
35.0081 	EXP 	NbackInstructionWideImg: autoDraw = True
35.0247 	EXP 	NbackInstructionWideImg: autoDraw = True
35.0413 	EXP 	NbackInstructionWideImg: autoDraw = True
35.0581 	EXP 	NbackInstructionWideImg: autoDraw = True
35.0748 	EXP 	NbackInstructionWideImg: autoDraw = True
35.0915 	EXP 	NbackInstructionWideImg: autoDraw = True
35.1081 	EXP 	NbackInstructionWideImg: autoDraw = True
35.1249 	EXP 	NbackInstructionWideImg: autoDraw = True
35.1415 	EXP 	NbackInstructionWideImg: autoDraw = True
35.1582 	EXP 	NbackInstructionWideImg: autoDraw = True
35.1749 	EXP 	NbackInstructionWideImg: autoDraw = True
35.1916 	EXP 	NbackInstructionWideImg: autoDraw = True
35.2082 	EXP 	NbackInstructionWideImg: autoDraw = True
35.2252 	EXP 	NbackInstructionWideImg: autoDraw = True
35.2417 	EXP 	NbackInstructionWideImg: autoDraw = True
35.2583 	EXP 	NbackInstructionWideImg: autoDraw = True
35.2750 	EXP 	NbackInstructionWideImg: autoDraw = True
35.2916 	EXP 	NbackInstructionWideImg: autoDraw = True
35.3084 	EXP 	NbackInstructionWideImg: autoDraw = True
35.3250 	EXP 	NbackInstructionWideImg: autoDraw = True
35.3416 	EXP 	NbackInstructionWideImg: autoDraw = True
35.3585 	EXP 	NbackInstructionWideImg: autoDraw = True
35.3752 	EXP 	NbackInstructionWideImg: autoDraw = True
35.3917 	EXP 	NbackInstructionWideImg: autoDraw = True
