square,location,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,grid_lines.started,grid_lines.stopped,target_square.started,target_square.stopped,fixation_2.started,fixation_2.stopped,response.corr,response.x,response.y,response.leftButton,response.click_left,response.click_right,response.started,response.stopped,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,response.rt_left,response.rt_right,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,response.click,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,subject number,gender,distractMap first- or second-half (1 or 2),session,handedness,scanner,date,psychopyVersion,expName,frameRate,body_site_order,
6,"[0.2, 0]",0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3698.6041221999985,3700.6041176,3698.6041221999985,3699.6041058000046,3699.5874622000047,3700.587453100001,"[0, 0, 0]",1,3698.6041221999985,3700.6041176,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
1,"[-0.2, 0.2]",1,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3700.620808300002,3702.6208130000014,3700.620808300002,3701.620802000005,3701.6041374999986,3702.604136300004,"[0, 0, 0]",1,3700.620808300002,3702.6208130000014,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
7,"[-0.2, -0.2]",0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3702.637478100005,3704.6374808000037,3702.637478100005,3703.6374761000043,3703.6208220000044,3704.6208344000042,"[0, 0, 0]",1,3702.637478100005,3704.6374808000037,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
6,"[0.2, 0]",0,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3704.6541705000054,3706.6541701000024,3704.6541705000054,3705.654160600003,3705.6374824000013,3706.6374950000027,"[0, 0, 0]",0,3704.6541705000054,3706.6541701000024,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
7,"[-0.2, -0.2]",1,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3706.670844600005,3708.670869100002,3706.670844600005,3707.6708535,3707.6541861000005,3708.6541797000027,"[0, 0, 0]",1,3706.670844600005,3708.670869100002,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
,,,,,,,,,,,3708.6875196000037,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.407407407407405,3690.3736141700065,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
4,"[-0.2, 0]",None,,,,,0,0,0,0,3724.5212581000014,None,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3728.7376721000037,None,3728.7376721000037,3729.7376618000053,3729.7210151000036,3730.7210158000016,"[0, 0, 0]",1,3728.7376721000037,None,,,,,,,,,,,0.014191929993103258,5.010873529994569,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
5,"[0, 0]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3730.7376829999994,3732.737683500003,3730.7376829999994,3731.737595700004,3731.7210089,3732.7210288999995,"[0, 0, 0]",1,3730.7376829999994,3732.737683500003,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
6,"[0.2, 0]",0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3732.754372700001,3734.7542850000027,3732.754372700001,3733.754381300001,3733.7377055000034,3734.737716900003,"[0, 0, 0]",1,3732.754372700001,3734.7542850000027,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
1,"[-0.2, 0.2]",0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3734.7710498000015,3736.7710637000055,3734.7710498000015,3735.7710598999984,3735.754380600003,3736.754441600002,"[0, 0, 0]",1,3734.7710498000015,3736.7710637000055,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
6,"[0.2, 0]",1,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3736.8548477000004,None,3736.8548477000004,3737.8543935000052,3737.837740200004,None,"[0, 0, 0]",1,3736.8548477000004,None,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
1,"[-0.2, 0.2]",1,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3738.8044072999983,3740.8044345000017,3738.8044072999983,3739.8044056,3739.7877615000034,3740.787748900002,"[0, 0, 0]",1,3738.8044072999983,3740.8044345000017,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
2,"[0, 0.2]",0,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3740.821094800005,3742.8211013000036,3740.821094800005,3741.821112400001,3741.804421300003,3742.8044345000017,"[0, 0, 0]",1,3740.821094800005,3742.8211013000036,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
3,"[0.2, 0.2]",0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3742.8377739999996,3744.8377856000006,3742.8377739999996,3743.837777600005,3743.8210180000024,3744.821125800001,"[0, 0, 0]",1,3742.8377739999996,3744.8377856000006,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
6,"[0.2, 0]",0,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3744.8544647000017,3746.8544617000007,3744.8544647000017,3745.854455200002,3745.8378003000034,3746.8378081000046,"[0, 0, 0]",1,3744.8544647000017,3746.8544617000007,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
3,"[0.2, 0.2]",1,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3746.8711248000036,3748.871139499999,3746.8711248000036,3747.871149300001,3747.854475,3748.854487700002,"[0, 0, 0]",1,3746.8711248000036,3748.871139499999,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
,,,,,,,,,,,3748.887825800004,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.4320987654321,3728.3902429699956,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
2,"[0, 0.2]",None,0,0,0,0,,,,,3762.121497400003,None,3768.9546354999984,None,3768.9546354999984,3769.9546438000034,3769.9379868000033,3770.937983399999,1,None,None,"[0, 0, 0]",,,3768.9546354999984,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,0.014434030003030784,5.011358329997165,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
8,"[0, -0.2]",0,0,1,1,1,,,,,,,3770.9546378000014,None,3770.9546378000014,3771.954650300002,3771.9379985999985,3772.938007500001,1,None,None,"[0, 0, 0]",,,3770.9546378000014,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
1,"[-0.2, 0.2]",0,0,2,2,2,,,,,,,3772.954663299999,3772.954663299999,3772.954663299999,3773.954661800002,3773.9379966999986,3774.9380039000025,1,None,None,"[0, 0, 0]",,,3772.954663299999,3772.954663299999,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
2,"[0, 0.2]",0,0,3,3,3,,,,,,,3774.9546812000044,3774.9546812000044,3774.9546812000044,3775.9546864000004,3775.9380170000004,3776.9380138999986,1,None,None,"[0, 0, 0]",,,3774.9546812000044,3774.9546812000044,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
2,"[0, 0.2]",1,0,4,4,4,,,,,,,3777.021370100003,3777.021370100003,3777.021370100003,3778.021368900001,3778.004701900005,None,1,None,None,"[0, 0, 0]",,,3777.021370100003,3777.021370100003,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
7,"[-0.2, -0.2]",0,0,5,5,5,,,,,,,3778.971287500004,None,3778.971287500004,3779.9713803999985,3779.9547256000005,3780.954730700003,1,None,None,"[0, 0, 0]",,,3778.971287500004,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
9,"[0.2, -0.2]",0,0,6,6,6,,,,,,,3780.971319600001,3780.971319600001,3780.971319600001,3781.9714026,3781.954730199999,3782.9547348999986,1,None,None,"[0, 0, 0]",,,3780.971319600001,3780.971319600001,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
9,"[0.2, -0.2]",1,0,7,7,7,,,,,,,3782.9713956999985,3782.9713956999985,3782.9713956999985,3783.971413500003,3783.9547768000048,3784.954763900001,1,None,None,"[0, 0, 0]",,,3782.9713956999985,3782.9713956999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
4,"[-0.2, 0]",0,0,8,8,8,,,,,,,3784.9714282999994,3784.9714282999994,3784.9714282999994,3785.971419500005,3785.9546483000013,3786.9547746000026,1,None,None,"[0, 0, 0]",,,3784.9714282999994,3784.9714282999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
5,"[0, 0]",0,0,9,9,9,,,,,,,3786.9714437000002,3786.9714437000002,3786.9714437000002,3787.9714343000014,3787.9547813000027,3788.954795700003,1,None,None,"[0, 0, 0]",,,3786.9714437000002,3786.9714437000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
,,,,,,,,,,,3788.9714381000013,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.71604938271605,3771.057869770004,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
2,"[0, 0.2]",None,0,0,0,0,,,,,3804.1883540000053,None,3809.021603500005,None,3809.021603500005,3810.0215936000022,3810.004955700002,3811.0049665000042,1,None,None,"[0, 0, 0]",,,3809.021603500005,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,0.013856329998816364,5.01024612999754,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
2,"[0, 0.2]",1,0,1,1,1,,,,,,,3811.021613100005,None,3811.021613100005,3812.021624400004,3812.004960600003,3813.0049757000015,1,None,None,"[0, 0, 0]",,,3811.021613100005,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
1,"[-0.2, 0.2]",0,0,2,2,2,,,,,,,3813.021588100004,3813.021588100004,3813.021588100004,3814.0216414000024,3814.004981600003,3815.004980800004,1,None,None,"[0, 0, 0]",,,3813.021588100004,3813.021588100004,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
2,"[0, 0.2]",0,0,3,3,3,,,,,,,3815.0216454000038,3815.0216454000038,3815.0216454000038,3816.021661999999,3816.005002900005,3817.0049972999986,1,None,None,"[0, 0, 0]",,,3815.0216454000038,3815.0216454000038,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
2,"[0, 0.2]",1,0,4,4,4,,,,,,,3817.055363600004,3817.055363600004,3817.055363600004,3818.0550077000007,3818.0383336000014,None,1,None,None,"[0, 0, 0]",,,3817.055363600004,3817.055363600004,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
4,"[-0.2, 0]",0,0,5,5,5,,,,,,,3819.0383455000047,None,3819.0383455000047,3820.038347599999,3820.021659099999,3821.0216833000013,1,None,None,"[0, 0, 0]",,,3819.0383455000047,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
6,"[0.2, 0]",0,0,6,6,6,,,,,,,3821.038357700003,3821.038357700003,3821.038357700003,3822.0383561000053,3822.0217005000013,3823.0217124000046,1,None,None,"[0, 0, 0]",,,3821.038357700003,3821.038357700003,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
8,"[0, -0.2]",0,0,7,7,7,,,,,,,3823.0383750000037,3823.0383750000037,3823.0383750000037,3824.038345000001,3824.0217053000015,3825.0217261,1,None,None,"[0, 0, 0]",,,3823.0383750000037,3823.0383750000037,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
9,"[0.2, -0.2]",0,0,8,8,8,,,,,,,3825.038403600003,3825.038403600003,3825.038403600003,3826.0383825000026,3826.021724099999,3827.0217319000003,1,None,None,"[0, 0, 0]",,,3825.038403600003,3825.038403600003,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
9,"[0.2, -0.2]",1,0,9,9,9,,,,,,,3827.0383103999993,3827.0383103999993,3827.0383103999993,3828.0384194,3828.021748899999,3829.0217600000033,1,None,None,"[0, 0, 0]",,,3827.0383103999993,3827.0383103999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
,,,,,,,,,,,3829.0383994000003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.65432098765432,3809.523570169993,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
2,"[0, 0.2]",None,,,,,0,0,0,0,3842.5387609000027,None,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3849.1052372999984,None,3849.1052372999984,3850.105234900002,3850.0885822000055,3851.088590200001,"[0, 0, 0]",1,3849.1052372999984,None,,,,,,,,,,,0.015064730003359728,5.012568830003147,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
5,"[0, 0]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3851.1052444000015,3853.105255800001,3851.1052444000015,3852.1052359000023,3852.0885774000053,3853.088589800005,"[0, 0, 0]",1,3851.1052444000015,3853.105255800001,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
6,"[0.2, 0]",0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3853.1219337,3855.1219450999997,3853.1219337,3854.1219500000007,3854.1052706000046,3855.105271500004,"[0, 0, 0]",1,3853.1219337,3855.1219450999997,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
1,"[-0.2, 0.2]",0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3855.1386153999993,3857.1386261000007,3855.1386153999993,3856.1386211999998,3856.121958800002,3857.121957399999,"[0, 0, 0]",1,3855.1386153999993,3857.1386261000007,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
6,"[0.2, 0]",1,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3857.205469100001,None,3857.205469100001,3858.205313600003,3858.1886887,None,"[0, 0, 0]",1,3857.205469100001,None,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
6,"[0.2, 0]",0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3859.171984600005,3861.1718948999987,3859.171984600005,3860.1719964000004,3860.1553226000033,3861.1553325999994,"[0, 0, 0]",1,3859.171984600005,3861.1718948999987,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
9,"[0.2, -0.2]",0,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3861.1886434000044,3863.1886747000026,3861.1886434000044,3862.1886683999983,3862.1720132000046,3863.1720189000043,"[0, 0, 0]",1,3861.1886434000044,3863.1886747000026,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
6,"[0.2, 0]",1,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3863.205352600002,3865.2053436999995,3863.205352600002,3864.205349200005,3864.1886165000033,3865.188692900003,"[0, 0, 0]",1,3863.205352600002,3865.2053436999995,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
3,"[0.2, 0.2]",0,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3865.2220177000054,3867.222029100005,3865.2220177000054,3866.222032800004,3866.205365300004,3867.2053737000024,"[0, 0, 0]",1,3865.2220177000054,3867.222029100005,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
9,"[0.2, -0.2]",0,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3867.2387015999993,3869.2387043000053,3867.2387015999993,3868.2387147000045,3868.2220289000034,3869.222052500001,"[0, 0, 0]",0,3867.2387015999993,3869.2387043000053,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
,,,,,,,,,,,3869.2553735000038,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.44444444444444,3851.174058770004,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
4,"[-0.2, 0]",None,0,0,0,0,,,,,3884.5234015000024,None,3889.322201499999,None,3889.322201499999,3890.3222077000028,3890.305538200002,3891.3055504000004,1,None,None,"[0, 0, 0]",,,3889.322201499999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,0.014894829997501802,5.012306229997193,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
7,"[-0.2, -0.2]",0,0,1,1,1,,,,,,,3891.3222251000043,None,3891.3222251000043,3892.3222313000006,3892.305567000003,3893.3055539999987,1,None,None,"[0, 0, 0]",,,3891.3222251000043,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
7,"[-0.2, -0.2]",1,0,2,2,2,,,,,,,3893.322243800001,3893.322243800001,3893.322243800001,3894.3222437000004,3894.305574400001,3895.3055714,1,None,None,"[0, 0, 0]",,,3893.322243800001,3893.322243800001,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
4,"[-0.2, 0]",0,0,3,3,3,,,,,,,3895.322252800004,3895.322252800004,3895.322252800004,3896.3222467000014,3896.305497500005,3897.3055903999993,1,None,None,"[0, 0, 0]",,,3895.322252800004,3895.322252800004,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
8,"[0, -0.2]",0,0,4,4,4,,,,,,,3897.355743500004,3897.355743500004,3897.355743500004,3898.3556060000046,3898.338917000001,None,1,None,None,"[0, 0, 0]",,,3897.355743500004,3897.355743500004,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
4,"[-0.2, 0]",0,0,5,5,5,,,,,,,3899.3389454999997,None,3899.3389454999997,3900.338951400001,3900.322292500001,3901.322295900005,1,None,None,"[0, 0, 0]",,,3899.3389454999997,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
7,"[-0.2, -0.2]",0,0,6,6,6,,,,,,,3901.338929800004,3901.338929800004,3901.338929800004,3902.3389750999995,3902.322303000001,3903.3223159000045,1,None,None,"[0, 0, 0]",,,3901.338929800004,3901.338929800004,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
6,"[0.2, 0]",0,0,7,7,7,,,,,,,3903.3389865999998,3903.3389865999998,3903.3389865999998,3904.338982500005,3904.3223241000014,3905.3223303999985,1,None,None,"[0, 0, 0]",,,3903.3389865999998,3903.3389865999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
