square,location,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,grid_lines.started,grid_lines.stopped,target_square.started,target_square.stopped,fixation_2.started,fixation_2.stopped,response.corr,response.x,response.y,response.leftButton,response.click_left,response.click_right,response.started,response.stopped,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,response.rt_left,response.rt_right,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,response.click,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,subject number,gender,distractMap first- or second-half (1 or 2),session,handedness,scanner,date,psychopyVersion,expName,frameRate,body_site_order,
5,"[0, 0]",1,0,1,1,1,,,,,,,2459.7449110000016,None,2459.7449110000016,2460.7449135999996,2460.728184899999,2461.7282567,1,None,None,"[0, 0, 0]",,,2459.7449110000016,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
4,"[-0.2, 0]",0,0,2,2,2,,,,,,,2461.7449656000026,2461.7449656000026,2461.7449656000026,2462.7448994000006,2462.7282557,2463.728255599999,1,None,None,"[0, 0, 0]",,,2461.7449656000026,2461.7449656000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
2,"[0, 0.2]",0,0,3,3,3,,,,,,,2463.744935100003,2463.744935100003,2463.744935100003,2464.7449420999983,2464.728280800002,2465.7282803000053,1,None,None,"[0, 0, 0]",,,2463.744935100003,2463.744935100003,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
6,"[0.2, 0]",0,0,4,4,4,,,,,,,2465.7785465999987,2465.7785465999987,2465.7785465999987,2466.7782883000036,2466.761618100005,None,1,None,None,"[0, 0, 0]",,,2465.7785465999987,2465.7785465999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
8,"[0, -0.2]",0,0,5,5,5,,,,,,,2467.761649799999,None,2467.761649799999,2468.761658100004,2468.7449436000024,2469.744980800002,1,None,None,"[0, 0, 0]",,,2467.761649799999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
1,"[-0.2, 0.2]",0,0,6,6,6,,,,,,,2469.761650600005,2469.761650600005,2469.761650600005,2470.7616572000043,2470.744989800005,2471.744996100002,1,None,None,"[0, 0, 0]",,,2469.761650600005,2469.761650600005,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
4,"[-0.2, 0]",0,0,7,7,7,,,,,,,2471.761659100004,2471.761659100004,2471.761659100004,2472.7616731000016,2472.745004000004,2473.7450070999985,1,None,None,"[0, 0, 0]",,,2471.761659100004,2471.761659100004,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
8,"[0, -0.2]",0,0,8,8,8,,,,,,,2473.7616972000033,2473.7616972000033,2473.7616972000033,2474.761683900004,2474.7450180000014,2475.7450148999997,1,None,None,"[0, 0, 0]",,,2473.7616972000033,2473.7616972000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
8,"[0, -0.2]",1,0,9,9,9,,,,,,,2475.761692400003,2475.761692400003,2475.761692400003,2476.761704000004,2476.7449332000033,2477.7450425999996,1,None,None,"[0, 0, 0]",,,2475.761692400003,2475.761692400003,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
,,,,,,,,,,,2477.761704000004,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.691358024691354,2461.3468100699974,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
3,"[0.2, 0.2]",None,,,,,0,0,0,0,2492.978819200005,None,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2497.8285246000014,None,2497.8285246000014,2498.8285295000023,2498.811858300003,2499.8118754000025,"[0, 0, 0]",1,2497.8285246000014,None,,,,,,,,,,,0.015075430004799273,5.012634030004847,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
3,"[0.2, 0.2]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2499.828529300001,2501.828539400005,2499.828529300001,2500.828538900001,2500.811886000003,2501.8118864999997,"[0, 0, 0]",1,2499.828529300001,2501.828539400005,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
5,"[0, 0]",0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2501.845224800003,2503.845219499999,2501.845224800003,2502.8452198000014,2502.8285544000028,2503.828568900004,"[0, 0, 0]",1,2501.845224800003,2503.845219499999,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
1,"[-0.2, 0.2]",0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2503.8618962000037,2505.8619124000033,2503.8618962000037,2504.8619062,2504.845230500003,2505.8452440000037,"[0, 0, 0]",1,2503.8618962000037,2505.8619124000033,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
5,"[0, 0]",1,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2505.9289843000006,None,2505.9289843000006,2506.9286103999984,2506.911927500005,None,"[0, 0, 0]",1,2505.9289843000006,None,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
8,"[0, -0.2]",0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2507.895247799999,2509.8952777000013,2507.895247799999,2508.8952609000044,2508.878616400005,2509.878609899999,"[0, 0, 0]",1,2507.895247799999,2509.8952777000013,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
5,"[0, 0]",1,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2509.9119377000025,2511.9119575000004,2509.9119377000025,2510.911940400001,2510.8952888999993,2511.8953124000036,"[0, 0, 0]",1,2509.9119377000025,2511.9119575000004,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
7,"[-0.2, -0.2]",0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2511.928637500001,2513.928700700002,2511.928637500001,2512.928643200001,2512.9119715999987,2513.9119659999997,"[0, 0, 0]",1,2511.928637500001,2513.928700700002,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
5,"[0, 0]",1,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2513.9452941000054,2515.9453037999992,2513.9452941000054,2514.9453211,2514.928624,2515.928660000005,"[0, 0, 0]",0,2513.9452941000054,2515.9453037999992,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
7,"[-0.2, -0.2]",1,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2515.9619889000023,2517.961985599999,2515.9619889000023,2516.961997600003,2516.9453168000036,2517.945319999999,"[0, 0, 0]",1,2515.9619889000023,2517.961985599999,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
,,,,,,,,,,,2517.9786725000013,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.48148148148149,2499.86443477001,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
6,"[0.2, 0]",None,,,,,0,0,0,0,2533.2290642000007,None,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2538.0288303999987,None,2538.0288303999987,2539.0288309000025,2539.012155700002,2540.0121642000013,"[0, 0, 0]",1,2538.0288303999987,None,,,,,,,,,,,0.014377129991771653,5.011221729990211,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
1,"[-0.2, 0.2]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2540.028824699999,2542.0288473000037,2540.028824699999,2541.0288432000016,2541.0121732000043,2542.012172200004,"[0, 0, 0]",1,2540.028824699999,2542.0288473000037,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
6,"[0.2, 0]",1,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2542.045422300005,2544.045531800002,2542.045422300005,2543.0455239000003,2543.0288522000046,2544.028861400002,"[0, 0, 0]",1,2542.045422300005,2544.045531800002,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
4,"[-0.2, 0]",0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2544.062183400005,2546.0622130000047,2544.062183400005,2545.0622073999984,2545.0455342999994,2546.045525900001,"[0, 0, 0]",1,2544.062183400005,2546.0622130000047,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
1,"[-0.2, 0.2]",0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2546.112045200003,None,2546.112045200003,2547.1122118999992,2547.095056500002,None,"[0, 0, 0]",1,2546.112045200003,None,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
8,"[0, -0.2]",0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2548.0955508000043,2550.0955594000043,2548.0955508000043,2549.0955612000034,2549.078889700002,2550.0788914000004,"[0, 0, 0]",1,2548.0955508000043,2550.0955594000043,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
1,"[-0.2, 0.2]",1,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2550.1122346000047,2552.1122374000042,2550.1122346000047,2551.1122373000035,2551.0955747000044,2552.0955848000012,"[0, 0, 0]",0,2550.1122346000047,2552.1122374000042,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
8,"[0, -0.2]",1,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2552.1289233999996,2554.128839600002,2552.1289233999996,2553.128934100001,2553.1122615999993,2554.112270700003,"[0, 0, 0]",1,2552.1289233999996,2554.128839600002,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
1,"[-0.2, 0.2]",1,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2554.1456079000054,2556.145615500005,2554.1456079000054,2555.1456115000037,2555.1289317000046,2556.1289486000023,"[0, 0, 0]",1,2554.1456079000054,2556.145615500005,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
6,"[0.2, 0]",0,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2556.1622712000026,2558.1623072,2556.1622712000026,2557.1622938,2557.1456397,2558.145635400004,"[0, 0, 0]",1,2556.1622712000026,2558.1623072,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
,,,,,,,,,,,2558.178964400002,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.82716049382716,2541.998390569999,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
3,"[0.2, 0.2]",None,0,0,0,0,,,,,2575.4453667000053,None,2578.2457872000014,None,2578.2457872000014,2579.245755900003,2579.2291231000054,2580.229131100001,1,None,None,"[0, 0, 0]",,,2578.2457872000014,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,0.014157830002659466,5.01082022999617,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
4,"[-0.2, 0]",0,0,1,1,1,,,,,,,2580.245809500004,None,2580.245809500004,2581.245791000001,2581.2291202999986,2582.2291264000014,1,None,None,"[0, 0, 0]",,,2580.245809500004,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
1,"[-0.2, 0.2]",0,0,2,2,2,,,,,,,2582.2458429000035,2582.2458429000035,2582.2458429000035,2583.2458036000025,2583.2291616,2584.229153,1,None,None,"[0, 0, 0]",,,2582.2458429000035,2582.2458429000035,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
2,"[0, 0.2]",0,0,3,3,3,,,,,,,2584.2458417000016,2584.2458417000016,2584.2458417000016,2585.245858100003,2585.229151600004,2586.2291676000023,1,None,None,"[0, 0, 0]",,,2584.2458417000016,2584.2458417000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
2,"[0, 0.2]",1,0,4,4,4,,,,,,,2586.295993700005,2586.295993700005,2586.295993700005,2587.2958427999984,2587.279177000004,None,1,None,None,"[0, 0, 0]",,,2586.295993700005,2586.295993700005,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
5,"[0, 0]",0,0,5,5,5,,,,,,,2588.2625235000014,None,2588.2625235000014,2589.262594,2589.245855500005,2590.245858000002,1,None,None,"[0, 0, 0]",,,2588.2625235000014,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
1,"[-0.2, 0.2]",0,0,6,6,6,,,,,,,2590.262524900005,2590.262524900005,2590.262524900005,2591.2625329,2591.245873700005,2592.2458724000026,1,None,None,"[0, 0, 0]",,,2590.262524900005,2590.262524900005,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
1,"[-0.2, 0.2]",1,0,7,7,7,,,,,,,2592.2625565000053,2592.2625565000053,2592.2625565000053,2593.262567000005,2593.245832600005,2594.2458931,1,None,None,"[0, 0, 0]",,,2592.2625565000053,2592.2625565000053,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
8,"[0, -0.2]",0,0,8,8,8,,,,,,,2594.262575600005,2594.262575600005,2594.262575600005,2595.2625665000014,2595.2459088000032,2596.245913400002,1,None,None,"[0, 0, 0]",,,2594.262575600005,2594.262575600005,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
7,"[-0.2, -0.2]",0,0,9,9,9,,,,,,,2596.2626335000023,2596.2626335000023,2596.2626335000023,2597.2624953999984,2597.2459195000047,2598.2459146000037,1,None,None,"[0, 0, 0]",,,2596.2626335000023,2596.2626335000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
,,,,,,,,,,,2598.262597300003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.46913580246913,2578.4478669699965,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
7,"[-0.2, -0.2]",None,,,,,0,0,0,0,2611.5628533000054,None,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2618.3294086000024,None,2618.3294086000024,2619.3294080999985,2619.312758500004,2620.3127593000027,"[0, 0, 0]",1,2618.3294086000024,None,,,,,,,,,,,0.014968629999202676,5.012443929997971,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
7,"[-0.2, -0.2]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2620.3294313000006,2622.3294398,2620.3294313000006,2621.329433800005,2621.312777500003,2622.3127827999997,"[0, 0, 0]",1,2620.3294313000006,2622.3294398,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
7,"[-0.2, -0.2]",1,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2622.3460988000006,2624.346121100003,2622.3460988000006,2623.346116600005,2623.3293989000013,2624.329454800005,"[0, 0, 0]",1,2622.3460988000006,2624.346121100003,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
5,"[0, 0]",0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2624.362799100003,2626.3628013999987,2624.362799100003,2625.3628131000005,2625.3461429000017,2626.3461379,"[0, 0, 0]",0,2624.362799100003,2626.3628013999987,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
1,"[-0.2, 0.2]",0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2626.4298400000043,None,2626.4298400000043,2627.4294805000027,2627.412808699999,None,"[0, 0, 0]",1,2626.4298400000043,None,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
6,"[0.2, 0]",0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2628.396154000002,2630.396158000003,2628.396154000002,2629.3961548000007,2629.3794848000034,2630.3794939,"[0, 0, 0]",1,2628.396154000002,2630.396158000003,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
1,"[-0.2, 0.2]",1,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2630.4128302000026,2632.4128450999997,2630.4128302000026,2631.412827100001,2631.396174100002,2632.3961758000005,"[0, 0, 0]",1,2630.4128302000026,2632.4128450999997,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
7,"[-0.2, -0.2]",0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2632.4295155,2634.4295175000007,2632.4295155,2633.429524899999,2633.412833000002,2634.4128549000015,"[0, 0, 0]",1,2632.4295155,2634.4295175000007,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
6,"[0.2, 0]",0,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2634.446190900002,2636.446204300002,2634.446190900002,2635.4462061000013,2635.4295381000047,2636.429536100004,"[0, 0, 0]",0,2634.446190900002,2636.446204300002,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
7,"[-0.2, -0.2]",1,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2636.4628601000004,2638.4628943999996,2636.4628601000004,2637.4632402999996,2637.4461998000043,2638.4462090000015,"[0, 0, 0]",1,2636.4628601000004,2638.4628943999996,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
,,,,,,,,,,,2638.4795575000026,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.2962962962963,2622.4483548699936,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
6,"[0.2, 0]",None,0,0,0,0,,,,,2656.3798777000047,None,2658.546376600003,None,2658.546376600003,2659.546439000005,2659.5297088000007,2660.5297248999996,1,None,None,"[0, 0, 0]",,,2658.546376600003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,0.014786530002311338,5.0120367300041835,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
6,"[0.2, 0]",1,0,1,1,1,,,,,,,2660.5463892000043,None,2660.5463892000043,2661.5463959000044,2661.529205300001,2662.5297499000008,1,None,None,"[0, 0, 0]",,,2660.5463892000043,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
1,"[-0.2, 0.2]",0,0,2,2,2,,,,,,,2662.5464055999983,2662.5464055999983,2662.5464055999983,2663.5464070000016,2663.529734800002,2664.5297496999992,1,None,None,"[0, 0, 0]",,,2662.5464055999983,2662.5464055999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
8,"[0, -0.2]",0,0,3,3,3,,,,,,,2664.546423,2664.546423,2664.546423,2665.546429000002,2665.5297554999997,2666.529774100003,1,None,None,"[0, 0, 0]",,,2664.546423,2664.546423,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
