square,location,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,grid_lines.started,grid_lines.stopped,target_square.started,target_square.stopped,fixation_2.started,fixation_2.stopped,response.corr,response.x,response.y,response.leftButton,response.click_left,response.click_right,response.started,response.stopped,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,response.click,response.rt_left,response.rt_right,response_2.rt_left,response_2.rt_right,subject number,gender,distractMap first- or second-half (1 or 2),session,handedness,scanner,date,psychopyVersion,expName,frameRate,body_site_order,
1,"[-0.2, 0.2]",0,0,10,10,10,,,,,,,1022.6963293999434,None,1022.6963293999434,1023.6964246998541,1023.679771500174,1024.6797993001528,1,-0.13703703703703704,0.08888888888888889,"[0, 0, 0]",0,0,1022.6963293999434,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,1,23,r,CIB,2021_Sep_07_1054,2020.2.10,distractmap1,59.99818811076909,"['Left Arm', 'Chest', 'Right Face', 'Right Leg']",
2,"[0, 0.2]",0,0,11,11,11,,,,,,,1024.696459400002,None,1024.696459400002,1025.6964255999774,1025.679791400209,1026.6797768999822,1,-0.13703703703703704,0.08888888888888889,"[0, 0, 0]",0,0,1024.696459400002,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,1,23,r,CIB,2021_Sep_07_1054,2020.2.10,distractmap1,59.99818811076909,"['Left Arm', 'Chest', 'Right Face', 'Right Leg']",
4,"[-0.2, 0]",0,0,12,12,12,,,,,,,1026.696471199859,None,1026.696471199859,1027.6964616002515,1027.6797708999366,1028.6797894998454,1,-0.13703703703703704,0.08888888888888889,"[0, 0, 0]",0,0,1026.696471199859,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,1,23,r,CIB,2021_Sep_07_1054,2020.2.10,distractmap1,59.99818811076909,"['Left Arm', 'Chest', 'Right Face', 'Right Leg']",
4,"[-0.2, 0]",1,0,13,13,13,,,,,,,1028.6963741001673,None,1028.6963741001673,1029.6964791999198,1029.6797911999747,1030.6798111000098,1,-0.13703703703703704,0.08888888888888889,"[0, 0, 0]",0,0,1028.6963741001673,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,1,23,r,CIB,2021_Sep_07_1054,2020.2.10,distractmap1,59.99818811076909,"['Left Arm', 'Chest', 'Right Face', 'Right Leg']",
8,"[0, -0.2]",0,0,14,14,14,,,,,,,1030.69647970004,None,1030.69647970004,1031.696489899885,1031.679851199966,1032.67981459992,1,-0.13703703703703704,0.08888888888888889,"[0, 0, 0]",0,0,1030.69647970004,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,1,23,r,CIB,2021_Sep_07_1054,2020.2.10,distractmap1,59.99818811076909,"['Left Arm', 'Chest', 'Right Face', 'Right Leg']",
5,"[0, 0]",0,0,15,15,15,,,,,,,1032.6964795002714,None,1032.6964795002714,1033.6965009002015,1033.6798274000175,1034.6798491002992,1,-0.13703703703703704,0.08888888888888889,"[0, 0, 0]",0,0,1032.6964795002714,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,1,23,r,CIB,2021_Sep_07_1054,2020.2.10,distractmap1,59.99818811076909,"['Left Arm', 'Chest', 'Right Face', 'Right Leg']",
5,"[0, 0]",1,0,16,16,16,,,,,,,1034.6965121002868,None,1034.6965121002868,1035.6965021002106,1035.679849700071,1036.6798662999645,1,-0.13703703703703704,0.08888888888888889,"[0, 0, 0]",0,0,1034.6965121002868,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,1,23,r,CIB,2021_Sep_07_1054,2020.2.10,distractmap1,59.99818811076909,"['Left Arm', 'Chest', 'Right Face', 'Right Leg']",
1,"[-0.2, 0.2]",0,0,17,17,17,,,,,,,1036.6965033002198,None,1036.6965033002198,1037.6963861002587,1037.6799049000256,1038.679872599896,1,-0.13703703703703704,0.08888888888888889,"[0, 0, 0]",0,0,1036.6965033002198,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,1,23,r,CIB,2021_Sep_07_1054,2020.2.10,distractmap1,59.99818811076909,"['Left Arm', 'Chest', 'Right Face', 'Right Leg']",
3,"[0.2, 0.2]",0,0,18,18,18,,,,,,,1038.6965220998973,None,1038.6965220998973,1039.6964070000686,1039.67987800017,1040.6798815000802,1,-0.13703703703703704,0.08888888888888889,"[0, 0, 0]",0,0,1038.6965220998973,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,1,23,r,CIB,2021_Sep_07_1054,2020.2.10,distractmap1,59.99818811076909,"['Left Arm', 'Chest', 'Right Face', 'Right Leg']",
6,"[0.2, 0]",0,0,19,19,19,,,,,,,1040.696520099882,None,1040.696520099882,1041.6965344999917,1041.6798870000057,1042.679899000097,1,-0.13703703703703704,0.08888888888888889,"[0, 0, 0]",0,0,1040.696520099882,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,1,23,r,CIB,2021_Sep_07_1054,2020.2.10,distractmap1,59.99818811076909,"['Left Arm', 'Chest', 'Right Face', 'Right Leg']",
1,"[-0.2, 0.2]",0,0,20,20,20,,,,,,,1042.6965661998838,None,1042.6965661998838,1043.6965462001972,1043.6799129000865,1044.6799297002144,1,-0.13703703703703704,0.08888888888888889,"[0, 0, 0]",0,0,1042.6965661998838,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,1,23,r,CIB,2021_Sep_07_1054,2020.2.10,distractmap1,59.99818811076909,"['Left Arm', 'Chest', 'Right Face', 'Right Leg']",
1,"[-0.2, 0.2]",1,0,21,21,21,,,,,,,1044.6965602999553,None,1044.6965602999553,1045.6965788002126,1045.6799115003087,1046.6799331000075,0,-0.13703703703703704,0.08888888888888889,"[0, 0, 0]",0,0,1044.6965602999553,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,1,23,r,CIB,2021_Sep_07_1054,2020.2.10,distractmap1,59.99818811076909,"['Left Arm', 'Chest', 'Right Face', 'Right Leg']",
1,"[-0.2, 0.2]",1,0,22,22,22,,,,,,,1046.6965608000755,None,1046.6965608000755,1047.6965725999326,1047.679937100038,1048.679939399939,1,-0.13703703703703704,0.08888888888888889,"[0, 0, 0]",0,0,1046.6965608000755,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,1,23,r,CIB,2021_Sep_07_1054,2020.2.10,distractmap1,59.99818811076909,"['Left Arm', 'Chest', 'Right Face', 'Right Leg']",
3,"[0.2, 0.2]",0,0,23,23,23,,,,,,,1048.6965886000544,None,1048.6965886000544,1049.6965924999677,1049.6799540999345,1050.6799598000944,1,-0.13703703703703704,0.08888888888888889,"[0, 0, 0]",0,0,1048.6965886000544,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,1,23,r,CIB,2021_Sep_07_1054,2020.2.10,distractmap1,59.99818811076909,"['Left Arm', 'Chest', 'Right Face', 'Right Leg']",
2,"[0, 0.2]",0,0,24,24,24,,,,,,,1050.6966015999205,None,1050.6966015999205,1051.696632400155,1051.6799554000609,1052.6799655002542,1,-0.13703703703703704,0.08888888888888889,"[0, 0, 0]",0,0,1050.6966015999205,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,1,23,r,CIB,2021_Sep_07_1054,2020.2.10,distractmap1,59.99818811076909,"['Left Arm', 'Chest', 'Right Face', 'Right Leg']",
1,"[-0.2, 0.2]",0,0,25,25,25,,,,,,,1052.69661250012,None,1052.69661250012,1053.6966369999573,1053.6799806002527,1054.6799846002832,1,-0.13703703703703704,0.08888888888888889,"[0, 0, 0]",0,0,1052.69661250012,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,1,23,r,CIB,2021_Sep_07_1054,2020.2.10,distractmap1,59.99818811076909,"['Left Arm', 'Chest', 'Right Face', 'Right Leg']",
7,"[-0.2, -0.2]",0,0,26,26,26,,,,,,,1054.6965709002689,None,1054.6965709002689,1055.6966373999603,1055.6799968001433,1056.6799985002726,1,-0.13703703703703704,0.08888888888888889,"[0, 0, 0]",0,0,1054.6965709002689,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,1,23,r,CIB,2021_Sep_07_1054,2020.2.10,distractmap1,59.99818811076909,"['Left Arm', 'Chest', 'Right Face', 'Right Leg']",
7,"[-0.2, -0.2]",1,0,27,27,27,,,,,,,1056.696644099895,None,1056.696644099895,1057.6966571998782,1057.6800008001737,1058.6799913002178,1,-0.13703703703703704,0.08888888888888889,"[0, 0, 0]",0,0,1056.696644099895,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,1,23,r,CIB,2021_Sep_07_1054,2020.2.10,distractmap1,59.99818811076909,"['Left Arm', 'Chest', 'Right Face', 'Right Leg']",
2,"[0, 0.2]",0,0,28,28,28,,,,,,,1058.696659500245,None,1058.696659500245,1059.6966854999773,1059.680016899947,1060.6800132002681,1,-0.13703703703703704,0.08888888888888889,"[0, 0, 0]",0,0,1058.696659500245,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,1,23,r,CIB,2021_Sep_07_1054,2020.2.10,distractmap1,59.99818811076909,"['Left Arm', 'Chest', 'Right Face', 'Right Leg']",
6,"[0.2, 0]",0,0,29,29,29,,,,,,,1060.6966645000502,None,1060.6966645000502,1061.696679700166,1061.6800279002637,1062.680045499932,1,-0.13703703703703704,0.08888888888888889,"[0, 0, 0]",0,0,1060.6966645000502,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,1,23,r,CIB,2021_Sep_07_1054,2020.2.10,distractmap1,59.99818811076909,"['Left Arm', 'Chest', 'Right Face', 'Right Leg']",
,,,,,,,,,,,,,,,,,,,,,,,,,,,1062.7300684000365,None,space,1062.7300684000365,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,1,23,r,CIB,2021_Sep_07_1054,2020.2.10,distractmap1,59.99818811076909,"['Left Arm', 'Chest', 'Right Face', 'Right Leg']",
6,"[0.2, 0]",None,,,,,0,0,0,0,1128.0805052998476,None,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1129.0971166002564,None,1129.0971166002564,1130.097173599992,1130.0805116002448,1131.080499799922,"[0, 0, 0]",1,1129.0971166002564,None,,,,,,,,,,,,,,,,,1,M,1,23,r,CIB,2021_Sep_07_1054,2020.2.10,distractmap1,59.99818811076909,"['Left Arm', 'Chest', 'Right Face', 'Right Leg']",
7,"[-0.2, -0.2]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1131.097198100295,1133.0972062000073,1131.097198100295,1132.097198500298,1132.080498999916,1133.0805239998735,"[0, 0, 0]",1,1131.097198100295,1133.0972062000073,,,,,,,,,,,,,,,,,1,M,1,23,r,CIB,2021_Sep_07_1054,2020.2.10,distractmap1,59.99818811076909,"['Left Arm', 'Chest', 'Right Face', 'Right Leg']",
6,"[0.2, 0]",1,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1133.1138650001958,1135.113886800129,1133.1138650001958,1134.113880699966,1134.0972219002433,1135.097211400047,"[0, 0, 0]",1,1133.1138650001958,1135.113886800129,,,,,,,,,,,,,,,,,1,M,1,23,r,CIB,2021_Sep_07_1054,2020.2.10,distractmap1,59.99818811076909,"['Left Arm', 'Chest', 'Right Face', 'Right Leg']",
2,"[0, 0.2]",0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1135.1305275000632,1137.1305440003052,1135.1305275000632,1136.1305422000587,1136.1138988002203,1137.1139027001336,"[0, 0, 0]",1,1135.1305275000632,1137.1305440003052,,,,,,,,,,,,,,,,,1,M,1,23,r,CIB,2021_Sep_07_1054,2020.2.10,distractmap1,59.99818811076909,"['Left Arm', 'Chest', 'Right Face', 'Right Leg']",
5,"[0, 0]",0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1137.147223799955,1139.1472525000572,1137.147223799955,1138.1472463998944,1138.1305490001105,1139.130563300103,"[0, 0, 0]",1,1137.147223799955,1139.1472525000572,,,,,,,,,,,,,,,,,1,M,1,23,r,CIB,2021_Sep_07_1054,2020.2.10,distractmap1,59.99818811076909,"['Left Arm', 'Chest', 'Right Face', 'Right Leg']",
4,"[-0.2, 0]",0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1139.1639151000418,1141.1639299001545,1139.1639151000418,1140.163913700264,1140.1472503002733,1141.1472734999843,"[0, 0, 0]",1,1139.1639151000418,1141.1639299001545,,,,,,,,,,,,,,,,,1,M,1,23,r,CIB,2021_Sep_07_1054,2020.2.10,distractmap1,59.99818811076909,"['Left Arm', 'Chest', 'Right Face', 'Right Leg']",
4,"[-0.2, 0]",0,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1141.1805782001466,1143.180586699862,1141.1805782001466,1142.1805811999366,1142.1639327001758,1143.163956000004,"[0, 0, 0]",1,1141.1805782001466,1143.180586699862,,,,,,,,,,,,,,,,,1,M,1,23,r,CIB,2021_Sep_07_1054,2020.2.10,distractmap1,59.99818811076909,"['Left Arm', 'Chest', 'Right Face', 'Right Leg']",
7,"[-0.2, -0.2]",0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1143.1972801000811,1145.1972790001892,1143.1972801000811,1144.1972806998529,1144.1806005998515,1145.1806939002126,"[0, 0, 0]",1,1143.1972801000811,1145.1972790001892,,,,,,,,,,,,,,,,,1,M,1,23,r,CIB,2021_Sep_07_1054,2020.2.10,distractmap1,59.99818811076909,"['Left Arm', 'Chest', 'Right Face', 'Right Leg']",
4,"[-0.2, 0]",1,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1145.2139506000094,1147.2139800000004,1145.2139506000094,1146.2139627998695,1146.197304500267,1147.1973069999367,"[0, 0, 0]",1,1145.2139506000094,1147.2139800000004,,,,,,,,,,,,,,,,,1,M,1,23,r,CIB,2021_Sep_07_1054,2020.2.10,distractmap1,59.99818811076909,"['Left Arm', 'Chest', 'Right Face', 'Right Leg']",
3,"[0.2, 0.2]",0,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1147.2306158002466,1149.2306317999028,1147.2306158002466,1148.2306321002543,1148.2139790002257,1149.213987099938,"[0, 0, 0]",1,1147.2306158002466,1149.2306317999028,,,,,,,,,,,,,,,,,1,M,1,23,r,CIB,2021_Sep_07_1054,2020.2.10,distractmap1,59.99818811076909,"['Left Arm', 'Chest', 'Right Face', 'Right Leg']",
5,"[0, 0]",0,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1149.2473114002496,1151.2473118999042,1149.2473114002496,1150.2473311000504,1150.2306339000352,1151.230651800055,"[0, 0, 0]",1,1149.2473114002496,1151.2473118999042,,,,,,,,,,,,,,,,,1,M,1,23,r,CIB,2021_Sep_07_1054,2020.2.10,distractmap1,59.99818811076909,"['Left Arm', 'Chest', 'Right Face', 'Right Leg']",
3,"[0.2, 0.2]",1,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1151.2640054002404,1153.264016999863,1151.2640054002404,1152.2639875002205,1152.2473348998465,1153.247349299956,"[0, 0, 0]",1,1151.2640054002404,1153.264016999863,,,,,,,,,,,,,,,,,1,M,1,23,r,CIB,2021_Sep_07_1054,2020.2.10,distractmap1,59.99818811076909,"['Left Arm', 'Chest', 'Right Face', 'Right Leg']",
1,"[-0.2, 0.2]",0,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1153.280623300001,1155.2806541002356,1153.280623300001,1154.2806895002723,1154.2640086999163,1155.2640221002512,"[0, 0, 0]",1,1153.280623300001,1155.2806541002356,,,,,,,,,,,,,,,,,1,M,1,23,r,CIB,2021_Sep_07_1054,2020.2.10,distractmap1,59.99818811076909,"['Left Arm', 'Chest', 'Right Face', 'Right Leg']",
9,"[0.2, -0.2]",0,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1155.2973485002294,1157.297375000082,1155.2973485002294,1156.2973637999967,1156.2806758000515,1157.280711099971,"[0, 0, 0]",1,1155.2973485002294,1157.297375000082,,,,,,,,,,,,,,,,,1,M,1,23,r,CIB,2021_Sep_07_1054,2020.2.10,distractmap1,59.99818811076909,"['Left Arm', 'Chest', 'Right Face', 'Right Leg']",
9,"[0.2, -0.2]",0,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1157.3140455000103,1159.3140545999631,1157.3140455000103,1158.3140635001473,1158.2973698000424,1159.2973817000166,"[0, 0, 0]",0,1157.3140455000103,1159.3140545999631,,,,,,,,,,,,,,,,,1,M,1,23,r,CIB,2021_Sep_07_1054,2020.2.10,distractmap1,59.99818811076909,"['Left Arm', 'Chest', 'Right Face', 'Right Leg']",
8,"[0, -0.2]",0,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1159.3307063998654,1161.330748199951,1159.3307063998654,1160.3307205000892,1160.3140634000301,1161.3140517999418,"[0, 0, 0]",1,1159.3307063998654,1161.330748199951,,,,,,,,,,,,,,,,,1,M,1,23,r,CIB,2021_Sep_07_1054,2020.2.10,distractmap1,59.99818811076909,"['Left Arm', 'Chest', 'Right Face', 'Right Leg']",
6,"[0.2, 0]",0,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1161.3474106001668,1163.3474196000025,1161.3474106001668,1162.3474066001363,1162.3307560998946,1163.3307512002066,"[0, 0, 0]",1,1161.3474106001668,1163.3474196000025,,,,,,,,,,,,,,,,,1,M,1,23,r,CIB,2021_Sep_07_1054,2020.2.10,distractmap1,59.99818811076909,"['Left Arm', 'Chest', 'Right Face', 'Right Leg']",
3,"[0.2, 0.2]",0,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1163.364082499873,1165.364107100293,1163.364082499873,1164.3640864999034,1164.3474298999645,1165.3474183999933,"[0, 0, 0]",1,1163.364082499873,1165.364107100293,,,,,,,,,,,,,,,,,1,M,1,23,r,CIB,2021_Sep_07_1054,2020.2.10,distractmap1,59.99818811076909,"['Left Arm', 'Chest', 'Right Face', 'Right Leg']",
6,"[0.2, 0]",1,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1165.38078999985,1167.3807871001773,1165.38078999985,1166.380786600057,1166.3641031002626,1167.3641129001044,"[0, 0, 0]",0,1165.38078999985,1167.3807871001773,,,,,,,,,,,,,,,,,1,M,1,23,r,CIB,2021_Sep_07_1054,2020.2.10,distractmap1,59.99818811076909,"['Left Arm', 'Chest', 'Right Face', 'Right Leg']",
5,"[0, 0]",0,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1167.397434399929,1169.3974633002654,1167.397434399929,1168.3974776002578,1168.3807848999277,1169.380784700159,"[0, 0, 0]",1,1167.397434399929,1169.3974633002654,,,,,,,,,,,,,,,,,1,M,1,23,r,CIB,2021_Sep_07_1054,2020.2.10,distractmap1,59.99818811076909,"['Left Arm', 'Chest', 'Right Face', 'Right Leg']",
7,"[-0.2, -0.2]",0,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1169.4141347999685,1171.4141486003064,1169.4141347999685,1170.4141271999106,1170.3974774000235,1171.397485599853,"[0, 0, 0]",1,1169.4141347999685,1171.4141486003064,,,,,,,,,,,,,,,,,1,M,1,23,r,CIB,2021_Sep_07_1054,2020.2.10,distractmap1,59.99818811076909,"['Left Arm', 'Chest', 'Right Face', 'Right Leg']",
5,"[0, 0]",1,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1171.4308052002452,1173.4308662000112,1171.4308052002452,1172.430814300198,1172.4141559000127,1173.4141541998833,"[0, 0, 0]",1,1171.4308052002452,1173.4308662000112,,,,,,,,,,,,,,,,,1,M,1,23,r,CIB,2021_Sep_07_1054,2020.2.10,distractmap1,59.99818811076909,"['Left Arm', 'Chest', 'Right Face', 'Right Leg']",
1,"[-0.2, 0.2]",0,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1173.4474753001705,1175.4474885999225,1173.4474753001705,1174.4475131002255,1174.430832200218,1175.430844699964,"[0, 0, 0]",1,1173.4474753001705,1175.4474885999225,,,,,,,,,,,,,,,,,1,M,1,23,r,CIB,2021_Sep_07_1054,2020.2.10,distractmap1,59.99818811076909,"['Left Arm', 'Chest', 'Right Face', 'Right Leg']",
