square,location,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,grid_lines.started,grid_lines.stopped,target_square.started,target_square.stopped,fixation_2.started,fixation_2.stopped,response.corr,response.x,response.y,response.leftButton,response.click_left,response.click_right,response.started,response.stopped,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,response.click,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,response.rt_left,response.rt_right,response_2.rt_left,response_2.rt_right,subject number,gender,distractMap first- or second-half (1 or 2),session,handedness,scanner,date,psychopyVersion,expName,frameRate,body_site_order,
1,"[-0.2, 0.2]",0,0,10,10,10,,,,,,,83.41855880012736,None,83.41855880012736,84.41858890000731,84.40191669994965,85.40192380012013,0,0.012962962962962963,0.10740740740740741,"[0, 0, 0]",0,0,83.41855880012736,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,F,1,18,L,MS,2021_Sep_03_1432,2020.2.10,distractmap1,60.00128402328517,"['Right Face', 'Left Leg', 'Right Arm', 'Right Leg']",
2,"[0, 0.2]",0,0,11,11,11,,,,,,,85.41856439993717,None,85.41856439993717,86.41858669999056,86.40197520004585,87.40193930012174,0,0.012962962962962963,0.10740740740740741,"[0, 0, 0]",0,0,85.41856439993717,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,F,1,18,L,MS,2021_Sep_03_1432,2020.2.10,distractmap1,60.00128402328517,"['Right Face', 'Left Leg', 'Right Arm', 'Right Leg']",
4,"[-0.2, 0]",0,0,12,12,12,,,,,,,87.41862020012923,None,87.41862020012923,88.41859759995714,88.4019404000137,89.40196290006861,1,0.012962962962962963,0.10740740740740741,"[0, 0, 0]",0,0,87.41862020012923,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,F,1,18,L,MS,2021_Sep_03_1432,2020.2.10,distractmap1,60.00128402328517,"['Right Face', 'Left Leg', 'Right Arm', 'Right Leg']",
4,"[-0.2, 0]",1,0,13,13,13,,,,,,,89.41861890000291,None,89.41861890000291,90.41863390011713,90.40195460012183,91.401970700128,1,0.012962962962962963,0.10740740740740741,"[0, 0, 0]",0,0,89.41861890000291,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,F,1,18,L,MS,2021_Sep_03_1432,2020.2.10,distractmap1,60.00128402328517,"['Right Face', 'Left Leg', 'Right Arm', 'Right Leg']",
8,"[0, -0.2]",0,0,14,14,14,,,,,,,91.41863430012017,None,91.41863430012017,92.4186438000761,92.4019496999681,93.4019677999895,1,0.012962962962962963,0.10740740740740741,"[0, 0, 0]",0,0,91.41863430012017,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,F,1,18,L,MS,2021_Sep_03_1432,2020.2.10,distractmap1,60.00128402328517,"['Right Face', 'Left Leg', 'Right Arm', 'Right Leg']",
5,"[0, 0]",0,0,15,15,15,,,,,,,93.4186615999788,None,93.4186615999788,94.4186523000244,94.40196990012191,95.40202139993198,0,0.012962962962962963,0.10740740740740741,"[0, 0, 0]",0,0,93.4186615999788,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,F,1,18,L,MS,2021_Sep_03_1432,2020.2.10,distractmap1,60.00128402328517,"['Right Face', 'Left Leg', 'Right Arm', 'Right Leg']",
5,"[0, 0]",1,0,16,16,16,,,,,,,95.41868950007483,None,95.41868950007483,96.43534770002589,96.40200480003841,97.40200700005516,0,0.012962962962962963,0.10740740740740741,"[0, 0, 0]",0,0,95.41868950007483,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,F,1,18,L,MS,2021_Sep_03_1432,2020.2.10,distractmap1,60.00128402328517,"['Right Face', 'Left Leg', 'Right Arm', 'Right Leg']",
1,"[-0.2, 0.2]",0,0,17,17,17,,,,,,,97.41866370011121,None,97.41866370011121,98.41869730013423,98.40203170012683,99.4020175000187,0,0.012962962962962963,0.10740740740740741,"[0, 0, 0]",0,0,97.41866370011121,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,F,1,18,L,MS,2021_Sep_03_1432,2020.2.10,distractmap1,60.00128402328517,"['Right Face', 'Left Leg', 'Right Arm', 'Right Leg']",
3,"[0.2, 0.2]",0,0,18,18,18,,,,,,,99.41870010015555,None,99.41870010015555,100.41869339998811,100.40204300009646,101.40205799997784,0,0.012962962962962963,0.10740740740740741,"[0, 0, 0]",0,0,99.41870010015555,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,F,1,18,L,MS,2021_Sep_03_1432,2020.2.10,distractmap1,60.00128402328517,"['Right Face', 'Left Leg', 'Right Arm', 'Right Leg']",
6,"[0.2, 0]",0,0,19,19,19,,,,,,,101.41872099996544,None,101.41872099996544,102.41871999995783,102.40205519995652,103.40206620004028,0,0.012962962962962963,0.10740740740740741,"[0, 0, 0]",0,0,101.41872099996544,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,F,1,18,L,MS,2021_Sep_03_1432,2020.2.10,distractmap1,60.00128402328517,"['Right Face', 'Left Leg', 'Right Arm', 'Right Leg']",
1,"[-0.2, 0.2]",0,0,20,20,20,,,,,,,103.41872450010851,None,103.41872450010851,104.4187372000888,104.40207109996118,105.40207189996727,0,0.012962962962962963,0.10740740740740741,"[0, 0, 0]",0,0,103.41872450010851,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,F,1,18,L,MS,2021_Sep_03_1432,2020.2.10,distractmap1,60.00128402328517,"['Right Face', 'Left Leg', 'Right Arm', 'Right Leg']",
1,"[-0.2, 0.2]",1,0,21,21,21,,,,,,,105.4187457000371,None,105.4187457000371,106.4187549999915,106.40208910009824,107.40210690000094,1,0.012962962962962963,0.10740740740740741,"[0, 0, 0]",0,0,105.4187457000371,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,F,1,18,L,MS,2021_Sep_03_1432,2020.2.10,distractmap1,60.00128402328517,"['Right Face', 'Left Leg', 'Right Arm', 'Right Leg']",
1,"[-0.2, 0.2]",1,0,22,22,22,,,,,,,107.41875290009193,None,107.41875290009193,108.41877270000987,108.40211300016381,109.40210220008157,1,0.012962962962962963,0.10740740740740741,"[0, 0, 0]",0,0,107.41875290009193,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,F,1,18,L,MS,2021_Sep_03_1432,2020.2.10,distractmap1,60.00128402328517,"['Right Face', 'Left Leg', 'Right Arm', 'Right Leg']",
3,"[0.2, 0.2]",0,0,23,23,23,,,,,,,109.41878130007535,None,109.41878130007535,110.41881470009685,110.40199090004899,111.40212510013953,1,0.012962962962962963,0.10740740740740741,"[0, 0, 0]",0,0,109.41878130007535,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,F,1,18,L,MS,2021_Sep_03_1432,2020.2.10,distractmap1,60.00128402328517,"['Right Face', 'Left Leg', 'Right Arm', 'Right Leg']",
2,"[0, 0.2]",0,0,24,24,24,,,,,,,111.41880189999938,None,111.41880189999938,112.41880820016377,112.40217939997092,113.40214140014723,1,0.012962962962962963,0.10740740740740741,"[0, 0, 0]",0,0,111.41880189999938,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,F,1,18,L,MS,2021_Sep_03_1432,2020.2.10,distractmap1,60.00128402328517,"['Right Face', 'Left Leg', 'Right Arm', 'Right Leg']",
1,"[-0.2, 0.2]",0,0,25,25,25,,,,,,,113.41879649995826,None,113.41879649995826,114.41882200003602,114.40215860004537,115.402146599954,1,0.012962962962962963,0.10740740740740741,"[0, 0, 0]",0,0,113.41879649995826,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,F,1,18,L,MS,2021_Sep_03_1432,2020.2.10,distractmap1,60.00128402328517,"['Right Face', 'Left Leg', 'Right Arm', 'Right Leg']",
7,"[-0.2, -0.2]",0,0,26,26,26,,,,,,,115.41881820000708,None,115.41881820000708,116.41884610010311,116.40216960012913,117.40217230003327,1,0.012962962962962963,0.10740740740740741,"[0, 0, 0]",0,0,115.41881820000708,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,F,1,18,L,MS,2021_Sep_03_1432,2020.2.10,distractmap1,60.00128402328517,"['Right Face', 'Left Leg', 'Right Arm', 'Right Leg']",
7,"[-0.2, -0.2]",1,0,27,27,27,,,,,,,117.41885700006969,None,117.41885700006969,118.41882929997519,118.40219509997405,119.40219970000908,1,0.012962962962962963,0.10740740740740741,"[0, 0, 0]",0,0,117.41885700006969,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,F,1,18,L,MS,2021_Sep_03_1432,2020.2.10,distractmap1,60.00128402328517,"['Right Face', 'Left Leg', 'Right Arm', 'Right Leg']",
2,"[0, 0.2]",0,0,28,28,28,,,,,,,119.41872830013745,None,119.41872830013745,120.41887159994803,120.40216160006821,121.40220160013996,1,0.012962962962962963,0.10740740740740741,"[0, 0, 0]",0,0,119.41872830013745,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,F,1,18,L,MS,2021_Sep_03_1432,2020.2.10,distractmap1,60.00128402328517,"['Right Face', 'Left Leg', 'Right Arm', 'Right Leg']",
6,"[0.2, 0]",0,0,29,29,29,,,,,,,121.41887490008958,None,121.41887490008958,122.41887359996326,122.40222269995138,123.40221840003505,1,0.012962962962962963,0.10740740740740741,"[0, 0, 0]",0,0,121.41887490008958,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,F,1,18,L,MS,2021_Sep_03_1432,2020.2.10,distractmap1,60.00128402328517,"['Right Face', 'Left Leg', 'Right Arm', 'Right Leg']",
,,,,,,,,,,,,,,,,,,,,,,,,,,,123.45223210006952,None,space,123.45223210006952,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,F,1,18,L,MS,2021_Sep_03_1432,2020.2.10,distractmap1,60.00128402328517,"['Right Face', 'Left Leg', 'Right Arm', 'Right Leg']",
6,"[0.2, 0]",None,,,,,0,0,0,0,138.9856724999845,None,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",140.0023465999402,None,140.0023465999402,141.0023525999859,140.98569180001505,141.98571399995126,"[0, 0, 0]",1,140.0023465999402,None,,,,,,,,,,,,,,,,,3,F,1,18,L,MS,2021_Sep_03_1432,2020.2.10,distractmap1,60.00128402328517,"['Right Face', 'Left Leg', 'Right Arm', 'Right Leg']",
7,"[-0.2, -0.2]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",142.00236900011078,144.00229079998098,142.00236900011078,143.00238379999064,142.98558310000226,143.98572360002436,"[0, 0, 0]",1,142.00236900011078,144.00229079998098,,,,,,,,,,,,,,,,,3,F,1,18,L,MS,2021_Sep_03_1432,2020.2.10,distractmap1,60.00128402328517,"['Right Face', 'Left Leg', 'Right Arm', 'Right Leg']",
6,"[0.2, 0]",1,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",144.01905969996005,146.01905270013958,144.01905969996005,145.0190952999983,145.00238930014893,146.00233300006948,"[0, 0, 0]",1,144.01905969996005,146.01905270013958,,,,,,,,,,,,,,,,,3,F,1,18,L,MS,2021_Sep_03_1432,2020.2.10,distractmap1,60.00128402328517,"['Right Face', 'Left Leg', 'Right Arm', 'Right Leg']",
2,"[0, 0.2]",0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",146.03574950015172,148.03575189993717,146.03574950015172,147.03575840010308,147.0190749000758,148.01906980015337,"[0, 0, 0]",1,146.03574950015172,148.03575189993717,,,,,,,,,,,,,,,,,3,F,1,18,L,MS,2021_Sep_03_1432,2020.2.10,distractmap1,60.00128402328517,"['Right Face', 'Left Leg', 'Right Arm', 'Right Leg']",
5,"[0, 0]",0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",148.05242950003594,150.05243290006183,148.05242950003594,149.05242360010743,149.0357711999677,150.03576080012135,"[0, 0, 0]",1,148.05242950003594,150.05243290006183,,,,,,,,,,,,,,,,,3,F,1,18,L,MS,2021_Sep_03_1432,2020.2.10,distractmap1,60.00128402328517,"['Right Face', 'Left Leg', 'Right Arm', 'Right Leg']",
4,"[-0.2, 0]",0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",150.0690987999551,152.06910450011492,150.0690987999551,151.06910150009207,151.0524353000801,152.05244420003146,"[0, 0, 0]",1,150.0690987999551,152.06910450011492,,,,,,,,,,,,,,,,,3,F,1,18,L,MS,2021_Sep_03_1432,2020.2.10,distractmap1,60.00128402328517,"['Right Face', 'Left Leg', 'Right Arm', 'Right Leg']",
4,"[-0.2, 0]",0,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",152.08578380011022,154.08579739998095,152.08578380011022,153.08583030011505,153.06912490003742,154.06912070000544,"[0, 0, 0]",1,152.08578380011022,154.08579739998095,,,,,,,,,,,,,,,,,3,F,1,18,L,MS,2021_Sep_03_1432,2020.2.10,distractmap1,60.00128402328517,"['Right Face', 'Left Leg', 'Right Arm', 'Right Leg']",
7,"[-0.2, -0.2]",0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",154.1024595000781,156.10248190001585,154.1024595000781,155.1024593000766,155.08581900014542,156.08582170004956,"[0, 0, 0]",1,154.1024595000781,156.10248190001585,,,,,,,,,,,,,,,,,3,F,1,18,L,MS,2021_Sep_03_1432,2020.2.10,distractmap1,60.00128402328517,"['Right Face', 'Left Leg', 'Right Arm', 'Right Leg']",
4,"[-0.2, 0]",1,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",156.11916060000658,158.11915919999592,156.11916060000658,157.11915339995176,157.10237400000915,158.10248710005544,"[0, 0, 0]",1,156.11916060000658,158.11915919999592,,,,,,,,,,,,,,,,,3,F,1,18,L,MS,2021_Sep_03_1432,2020.2.10,distractmap1,60.00128402328517,"['Right Face', 'Left Leg', 'Right Arm', 'Right Leg']",
3,"[0.2, 0.2]",0,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",158.1358241001144,160.13584630005062,158.1358241001144,159.13583540008403,159.11917249998078,160.11916820006445,"[0, 0, 0]",1,158.1358241001144,160.13584630005062,,,,,,,,,,,,,,,,,3,F,1,18,L,MS,2021_Sep_03_1432,2020.2.10,distractmap1,60.00128402328517,"['Right Face', 'Left Leg', 'Right Arm', 'Right Leg']",
5,"[0, 0]",0,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",160.15252080000937,162.15251850010827,160.15252080000937,161.1691910000518,161.15254199993797,162.15251850010827,"[0, 0, 0]",1,160.15252080000937,162.15251850010827,,,,,,,,,,,,,,,,,3,F,1,18,L,MS,2021_Sep_03_1432,2020.2.10,distractmap1,60.00128402328517,"['Right Face', 'Left Leg', 'Right Arm', 'Right Leg']",
3,"[0.2, 0.2]",1,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",162.16915039997548,164.16920180013403,162.16915039997548,163.1692139999941,163.15254080016166,164.15253720013425,"[0, 0, 0]",1,162.16915039997548,164.16920180013403,,,,,,,,,,,,,,,,,3,F,1,18,L,MS,2021_Sep_03_1432,2020.2.10,distractmap1,60.00128402328517,"['Right Face', 'Left Leg', 'Right Arm', 'Right Leg']",
1,"[-0.2, 0.2]",0,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",164.18589060008526,166.1858880999498,164.18589060008526,165.1858755000867,165.16920510004275,166.16924550011754,"[0, 0, 0]",1,164.18589060008526,166.1858880999498,,,,,,,,,,,,,,,,,3,F,1,18,L,MS,2021_Sep_03_1432,2020.2.10,distractmap1,60.00128402328517,"['Right Face', 'Left Leg', 'Right Arm', 'Right Leg']",
9,"[0.2, -0.2]",0,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",166.2025558000896,168.20257540000603,166.2025558000896,167.20257800002582,167.18589680013247,168.18589570000768,"[0, 0, 0]",1,166.2025558000896,168.20257540000603,,,,,,,,,,,,,,,,,3,F,1,18,L,MS,2021_Sep_03_1432,2020.2.10,distractmap1,60.00128402328517,"['Right Face', 'Left Leg', 'Right Arm', 'Right Leg']",
9,"[0.2, -0.2]",0,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",168.21923270006664,170.2192619999405,168.21923270006664,169.21924070012756,169.2025840000715,170.20259580016136,"[0, 0, 0]",1,168.21923270006664,170.2192619999405,,,,,,,,,,,,,,,,,3,F,1,18,L,MS,2021_Sep_03_1432,2020.2.10,distractmap1,60.00128402328517,"['Right Face', 'Left Leg', 'Right Arm', 'Right Leg']",
8,"[0, -0.2]",0,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",170.23594260006212,172.2359337999951,170.23594260006212,171.23582970001735,171.2192653999664,172.21928100008518,"[0, 0, 0]",1,170.23594260006212,172.2359337999951,,,,,,,,,,,,,,,,,3,F,1,18,L,MS,2021_Sep_03_1432,2020.2.10,distractmap1,60.00128402328517,"['Right Face', 'Left Leg', 'Right Arm', 'Right Leg']",
6,"[0.2, 0]",0,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",172.25260529993102,174.252501900075,172.25260529993102,173.2526157000102,173.23593760002404,174.235954800155,"[0, 0, 0]",1,172.25260529993102,174.252501900075,,,,,,,,,,,,,,,,,3,F,1,18,L,MS,2021_Sep_03_1432,2020.2.10,distractmap1,60.00128402328517,"['Right Face', 'Left Leg', 'Right Arm', 'Right Leg']",
3,"[0.2, 0.2]",0,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",174.26930320006795,176.26931440015323,174.26930320006795,175.2692935001105,175.25263550016098,176.25264360010624,"[0, 0, 0]",1,174.26930320006795,176.26931440015323,,,,,,,,,,,,,,,,,3,F,1,18,L,MS,2021_Sep_03_1432,2020.2.10,distractmap1,60.00128402328517,"['Right Face', 'Left Leg', 'Right Arm', 'Right Leg']",
6,"[0.2, 0]",1,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",176.285975900013,178.28597710002214,176.285975900013,177.28599380003288,177.26933460007422,178.26932630012743,"[0, 0, 0]",1,176.285975900013,178.28597710002214,,,,,,,,,,,,,,,,,3,F,1,18,L,MS,2021_Sep_03_1432,2020.2.10,distractmap1,60.00128402328517,"['Right Face', 'Left Leg', 'Right Arm', 'Right Leg']",
5,"[0, 0]",0,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",178.302661200054,180.30266240006313,178.302661200054,179.30271730013192,179.28600349999033,180.28601690009236,"[0, 0, 0]",1,178.302661200054,180.30266240006313,,,,,,,,,,,,,,,,,3,F,1,18,L,MS,2021_Sep_03_1432,2020.2.10,distractmap1,60.00128402328517,"['Right Face', 'Left Leg', 'Right Arm', 'Right Leg']",
7,"[-0.2, -0.2]",0,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",180.31934579997323,182.31933340011165,180.31934579997323,181.31935320002958,181.3025440000929,182.30270010000095,"[0, 0, 0]",1,180.31934579997323,182.31933340011165,,,,,,,,,,,,,,,,,3,F,1,18,L,MS,2021_Sep_03_1432,2020.2.10,distractmap1,60.00128402328517,"['Right Face', 'Left Leg', 'Right Arm', 'Right Leg']",
5,"[0, 0]",1,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",182.33602000004612,184.33604790014215,182.33602000004612,183.33603290002793,183.3192422001157,184.3193860000465,"[0, 0, 0]",1,182.33602000004612,184.33604790014215,,,,,,,,,,,,,,,,,3,F,1,18,L,MS,2021_Sep_03_1432,2020.2.10,distractmap1,60.00128402328517,"['Right Face', 'Left Leg', 'Right Arm', 'Right Leg']",
1,"[-0.2, 0.2]",0,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",184.35271330014803,186.3527212999761,184.35271330014803,185.35272189998068,185.3360395000782,186.3359642000869,"[0, 0, 0]",1,184.35271330014803,186.3527212999761,,,,,,,,,,,,,,,,,3,F,1,18,L,MS,2021_Sep_03_1432,2020.2.10,distractmap1,60.00128402328517,"['Right Face', 'Left Leg', 'Right Arm', 'Right Leg']",
7,"[-0.2, -0.2]",0,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",186.3693836000748,188.36942050000653,186.3693836000748,187.36938569997437,187.35273650009185,188.35271060001105,"[0, 0, 0]",1,186.3693836000748,188.36942050000653,,,,,,,,,,,,,,,,,3,F,1,18,L,MS,2021_Sep_03_1432,2020.2.10,distractmap1,60.00128402328517,"['Right Face', 'Left Leg', 'Right Arm', 'Right Leg']",
